n_1,N_1,straight
0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,0,10
11,0,11
12,0,12
13,0,13
14,2,14
15,0,15
16,2,16
17,2,17
18,2,18
19,1,19
20,5,20
21,0,21
22,1,22
23,2,23
24,3,24
25,1,25
26,2,26
27,3,27
28,2,28
29,1,29
30,2,30
31,1,31
32,4,32
33,2,33
34,0,34
35,2,35
36,2,36
37,5,37
38,1,38
39,1,39
40,2,40
41,1,41
42,0,42
43,0,43
44,1,44
45,1,45
46,1,46
47,4,47
48,1,48
49,2,49
50,0,50
51,3,51
52,0,52
53,0,53
54,1,54
55,0,55
56,5,56
57,1,57
58,3,58
59,0,59
60,1,60
61,0,61
62,0,62
63,0,63
64,0,64
65,2,65
66,2,66
67,1,67
68,1,68
69,0,69
70,0,70
71,2,71
72,0,72
73,1,73
74,0,74
75,0,75
76,0,76
77,0,77
78,1,78
79,0,79
80,1,80
81,3,81
82,3,82
83,1,83
84,1,84
85,1,85
86,1,86
87,1,87
88,0,88
89,0,89
90,0,90
91,1,91
92,1,92
93,1,93
94,1,94
95,2,95
96,1,96
97,1,97
98,5,98
99,1,99
100,2,100
101,0,101
102,1,102
103,0,103
104,3,104
105,0,105
106,5,106
107,2,107
108,0,108
109,2,109
110,4,110
111,1,111
112,4,112
113,1,113
114,0,114
115,0,115
116,0,116
117,0,117
118,2,118
119,3,119
120,0,120
121,0,121
122,0,122
123,0,123
124,3,124
125,1,125
126,0,126
127,2,127
128,2,128
129,0,129
130,1,130
131,4,131
132,2,132
133,0,133
134,0,134
135,1,135
136,0,136
137,2,137
138,0,138
139,0,139
140,2,140
141,1,141
142,2,142
143,1,143
144,1,144
145,1,145
146,2,146
147,2,147
148,1,148
149,2,149
150,1,150
151,1,151
152,5,152
153,1,153
154,2,154
155,2,155
156,1,156
157,0,157
158,3,158
159,2,159
160,3,160
161,2,161
162,0,162
163,2,163
164,3,164
165,0,165
166,1,166
167,1,167
168,2,168
169,2,169
170,1,170
171,5,171
172,2,172
173,1,173
174,2,174
175,0,175
176,0,176
177,4,177
178,4,178
179,2,179
180,3,180
181,2,181
182,1,182
183,2,183
184,2,184
185,2,185
186,1,186
187,2,187
188,2,188
189,2,189
190,1,190
191,3,191
192,3,192
193,1,193
194,4,194
195,1,195
196,1,196
197,2,197
198,1,198
199,1,199
200,6,200
201,3,201
202,2,202
203,3,203
204,0,204
205,1,205
206,2,206
207,3,207
208,4,208
209,6,209
210,5,210
211,3,211
212,1,212
213,0,213
214,2,214
215,1,215
216,2,216
217,0,217
218,3,218
219,1,219
220,3,220
221,5,221
222,4,222
223,8,223
224,6,224
225,2,225
226,4,226
227,2,227
228,3,228
229,3,229
230,4,230
231,3,231
232,7,232
233,2,233
234,7,234
235,7,235
236,5,236
237,4,237
238,5,238
239,10,239
240,3,240
241,6,241
242,5,242
243,10,243
244,7,244
245,7,245
246,7,246
247,12,247
248,4,248
249,4,249
250,3,250
251,5,251
252,6,252
253,7,253
254,7,254
255,7,255
256,5,256
257,8,257
258,8,258
259,9,259
260,6,260
261,5,261
262,4,262
263,3,263
264,7,264
265,5,265
266,3,266
267,12,267
268,8,268
269,5,269
270,1,270
271,2,271
272,8,272
273,9,273
274,7,274
275,6,275
276,4,276
277,8,277
278,4,278
279,2,279
280,5,280
281,3,281
282,3,282
283,3,283
284,7,284
285,5,285
286,1,286
287,2,287
288,3,288
289,4,289
290,1,290
291,8,291
292,3,292
293,4,293
294,4,294
295,6,295
296,3,296
297,2,297
298,2,298
299,3,299
300,4,300
301,9,301
302,3,302
303,4,303
304,3,304
305,2,305
306,2,306
307,5,307
