n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,1
18,0,1
19,0,0
20,3,1
21,0,0
22,1,0
23,0,1
24,0,0
25,2,2
26,2,0
27,1,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,1
33,1,1
34,2,0
35,1,0
36,1,0
37,0,3
38,3,1
39,1,0
40,1,2
41,2,0
42,1,4
43,3,2
44,0,1
45,1,1
46,1,1
47,2,1
48,0,1
49,0,3
50,0,1
51,1,0
52,0,0
53,0,0
54,0,0
55,1,1
56,0,0
57,0,0
58,0,0
59,1,0
60,0,2
61,1,0
62,1,0
63,3,1
64,3,1
65,0,1
66,3,2
67,1,1
68,0,1
69,2,2
70,4,0
71,0,1
72,2,1
73,0,0
74,0,2
75,3,0
76,2,1
77,1,1
78,2,0
79,0,2
80,0,0
81,2,2
82,0,0
83,0,0
84,1,1
85,1,0
86,2,0
87,2,1
88,1,1
89,0,2
90,1,1
91,0,1
92,1,0
93,2,2
94,3,0
95,0,2
96,2,0
97,2,1
98,0,0
99,1,0
100,0,0
101,2,1
102,1,0
103,2,0
104,0,2
105,2,0
106,1,0
107,2,1
108,0,2
109,1,3
110,0,0
111,1,1
112,0,2
113,2,1
114,3,1
115,2,0
116,2,4
117,2,2
118,0,1
119,0,0
120,0,1
121,1,2
122,0,1
123,2,2
124,3,0
125,0,2
126,0,1
127,2,0
128,1,1
129,1,0
130,4,2
131,0,0
132,2,2
133,2,1
134,1,1
135,0,0
136,1,0
137,0,0
138,2,1
139,2,0
140,1,1
141,1,1
142,0,0
143,3,1
144,2,0
145,1,1
146,0,1
147,3,3
148,0,1
149,0,1
150,3,2
151,3,0
152,0,1
153,3,3
154,1,2
155,1,1
156,1,0
157,0,2
158,1,0
159,2,3
160,2,1
161,3,1
162,2,2
163,1,2
164,2,0
165,3,3
166,0,3
167,0,1
168,0,1
169,4,2
170,1,2
171,0,2
172,2,4
173,2,2
174,1,4
175,4,0
176,5,2
177,1,1
178,1,1
179,2,4
180,0,1
181,4,2
182,2,2
183,1,1
184,3,2
185,2,3
186,2,1
187,3,2
188,1,2
189,2,1
190,2,1
191,3,1
192,0,2
193,1,3
194,1,2
195,2,1
196,0,1
197,2,3
198,4,1
199,2,1
200,3,2
201,2,0
202,0,3
203,1,1
204,2,1
205,4,1
206,7,3
207,2,3
208,2,2
209,2,1
210,3,0
211,0,4
212,5,2
213,5,2
214,1,3
215,4,5
216,3,3
217,3,4
218,4,2
219,5,1
220,2,4
221,7,4
222,5,3
223,2,3
224,1,2
225,2,1
226,1,8
227,9,4
228,3,6
229,3,4
230,7,6
231,4,6
232,8,6
233,5,5
234,5,7
235,5,4
236,1,3
237,5,5
238,5,5
239,4,2
240,3,6
241,4,5
242,5,7
243,6,3
244,6,6
245,10,2
246,4,8
247,4,5
248,5,7
249,3,7
250,2,3
251,3,5
252,6,3
253,8,6
254,10,3
255,7,5
256,6,4
257,4,6
258,3,5
259,4,5
260,3,8
261,10,8
262,7,4
263,3,7
264,8,7
265,4,4
266,3,5
267,3,4
268,9,6
269,3,6
270,5,4
271,7,2
272,5,7
273,4,9
274,3,5
275,4,5
276,3,2
277,3,3
278,4,7
279,4,2
280,5,6
281,8,7
282,9,2
283,3,3
284,7,4
285,5,5
286,5,3
287,3,3
288,6,5
289,3,4
290,3,5
291,2,6
292,4,3
293,8,7
294,3,5
295,2,3
296,3,3
297,6,3
298,3,2
299,5,7
300,2,3
301,6,2
302,5,6
303,3,3
304,7,3
305,2,4
306,7,4
307,5,4
308,7,2
309,2,2
310,3,2
311,2,5
312,5,3
313,8,2
314,3,1
315,7,4
316,6,2
317,5,4
318,5,5
319,3,4
320,2,3
321,3,8
322,4,6
323,3,6
324,5,1
325,7,6
326,2,3
327,3,2
328,5,2
329,7,5
330,6,4
331,7,2
332,4,3
333,2,2
334,6,3
335,2,3
336,5,7
337,1,4
338,11,5
339,8,2
340,10,5
341,5,5
342,7,6
343,8,5
344,6,2
345,1,7
346,3,4
347,4,3
348,3,5
349,3,4
350,3,4
351,1,8
352,2,6
353,4,2
354,4,6
355,3,6
356,2,5
357,2,3
358,4,5
359,4,6
360,3,3
361,7,3
362,5,7
363,4,2
364,6,5
365,5,2
366,7,2
367,2,5
368,8,5
369,0,0
370,3,5
371,5,5
372,3,4
373,5,3
374,5,2
375,4,2
376,4,4
377,6,4
378,2,9
379,2,4
380,4,5
381,5,5
382,13,6
383,8,4
384,9,2
385,6,3
386,5,3
387,2,7
388,4,3
389,6,4
390,8,3
391,4,2
392,4,5
393,1,5
394,4,7
395,1,4
396,3,3
397,2,4
398,3,3
399,3,2
400,2,7
401,4,2
402,0,3
403,5,8
404,4,4
405,2,2
406,0,2
407,3,5
408,4,3
409,2,7
410,4,5
411,3,2
412,4,4
413,4,4
414,6,5
415,4,2
416,5,6
417,1,6
418,1,3
419,1,5
420,3,10
421,5,6
422,8,2
423,2,5
424,4,7
425,7,1
426,6,3
427,2,6
428,5,5
429,6,3
430,7,5
431,6,1
432,0,8
433,4,3
434,5,4
435,3,3
436,3,4
437,3,4
438,1,5
439,3,2
440,3,1
441,5,4
442,5,1
443,2,5
444,3,3
445,3,5
446,4,5
447,5,3
448,2,4
449,3,5
450,4,2
451,3,1
452,5,4
453,2,3
454,5,6
455,6,4
456,3,4
457,2,1
458,2,2
459,7,3
460,4,3
461,7,1
462,2,5
463,4,6
464,3,2
465,5,0
466,3,1
467,5,5
468,4,1
469,4,5
470,6,2
471,6,3
472,2,3
473,1,3
474,4,1
475,3,5
476,3,3
477,3,6
478,2,4
479,3,3
480,1,4
481,2,2
482,1,2
483,3,1
484,4,1
485,2,1
486,4,7
487,2,2
488,4,1
489,3,4
490,6,2
491,3,3
492,4,0
493,5,4
494,4,1
495,4,1
496,3,3
497,4,6
498,0,3
499,3,1
500,2,2
501,0,1
502,1,3
503,4,6
504,3,2
505,2,1
506,5,1
507,1,1
508,4,2
509,3,0
510,2,3
511,1,8
512,6,6
513,1,4
514,2,2
515,4,1
516,2,4
517,3,4
518,4,2
519,2,2
520,1,2
521,2,2
522,5,3
523,3,2
524,4,2
525,3,4
526,0,4
527,0,4
528,3,1
529,4,3
530,5,6
531,3,1
532,3,2
533,3,2
534,2,3
535,1,2
536,3,6
537,3,0
538,6,5
539,2,2
540,2,3
541,3,6
542,4,3
543,4,3
544,3,4
545,3,7
546,4,2
547,2,4
548,3,4
549,4,4
550,2,2
551,1,4
552,1,2
553,2,4
554,2,3
555,0,2
556,2,5
557,5,2
558,3,2
559,3,4
560,3,4
561,5,5
562,7,3
563,2,0
564,5,3
565,1,3
566,3,1
567,1,0
568,5,3
569,3,2
570,1,0
