n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,1,0
13,0,0
14,0,0
15,6,0
16,7,1
17,10,0
18,17,1
19,12,1
20,11,2
21,9,2
22,7,2
23,11,2
24,5,1
25,5,1
26,9,0
27,7,0
28,8,0
29,7,1
30,3,1
31,7,3
32,6,0
33,8,0
34,4,1
35,6,0
36,8,0
37,7,1
38,3,2
39,4,2
40,6,2
41,6,0
42,3,2
43,7,2
44,6,2
45,7,0
46,9,1
47,3,2
48,6,2
49,7,0
50,2,0
51,4,3
52,2,2
53,0,2
54,5,2
55,1,2
56,5,0
57,4,1
58,1,1
59,1,0
60,0,1
61,1,1
62,2,1
63,5,0
64,2,0
65,1,0
66,5,0
67,1,1
68,1,0
69,0,0
70,0,0
71,0,2
72,0,1
73,1,1
74,3,0
75,0,1
76,0,0
77,1,3
78,1,0
79,2,2
80,1,1
81,0,1
82,0,1
83,1,0
84,0,1
85,1,1
86,0,0
87,1,1
88,1,0
89,2,0
90,1,2
91,3,1
92,1,0
93,1,0
94,1,0
95,1,1
96,3,1
97,1,0
98,2,0
99,2,1
100,2,0
101,1,3
102,1,1
103,0,0
104,1,1
105,1,0
106,0,3
107,3,3
108,2,0
109,0,1
110,3,3
111,2,3
112,3,2
113,2,0
114,1,3
115,0,0
116,0,1
117,4,0
118,2,1
119,0,0
120,0,1
121,0,0
122,1,2
123,0,2
124,0,2
125,1,1
126,2,0
127,1,1
128,3,0
129,1,2
130,2,2
131,0,0
132,2,2
133,3,3
134,1,1
135,1,2
136,1,3
137,1,1
138,2,2
139,2,0
140,1,1
141,2,1
142,2,0
143,2,1
144,2,1
145,0,2
146,3,2
147,4,1
148,2,1
149,4,1
150,1,1
151,4,1
152,0,1
153,1,3
154,2,3
155,3,4
156,1,3
157,4,2
158,3,5
159,2,1
160,2,3
161,2,0
162,1,1
163,1,2
164,0,2
165,0,3
166,4,1
167,2,2
168,2,5
169,4,4
170,2,2
171,0,2
172,0,2
173,6,1
174,2,3
175,0,3
176,4,0
177,2,4
178,1,2
179,1,2
180,2,0
181,2,1
182,3,1
183,2,1
184,2,0
185,4,4
186,1,1
187,0,2
188,3,1
189,1,3
190,1,1
191,2,1
192,1,1
193,2,2
194,3,1
195,1,0
196,0,4
197,0,2
198,4,2
199,5,1
200,3,2
201,4,3
202,3,4
203,3,4
204,1,2
205,5,4
206,7,2
207,3,0
208,2,1
209,4,3
210,1,2
211,3,7
212,4,2
213,5,7
214,3,4
215,5,0
216,2,1
217,3,0
218,2,6
219,7,1
220,0,2
221,3,4
222,2,2
223,4,4
224,2,4
225,2,3
226,7,7
227,6,6
228,5,6
229,5,7
230,3,4
231,5,7
232,5,4
233,3,2
234,6,9
235,7,6
236,9,2
237,2,4
238,5,2
239,6,2
240,4,8
241,6,6
242,11,5
243,7,3
244,3,6
245,5,9
246,7,4
247,5,8
248,7,10
249,6,4
250,5,2
251,4,6
252,8,4
253,8,5
254,7,4
255,5,8
256,5,8
257,6,4
258,7,2
259,5,2
260,3,4
261,10,10
262,5,4
263,4,5
264,4,3
265,6,3
266,6,6
267,9,4
268,4,5
269,5,7
270,3,6
271,7,5
272,7,5
273,3,3
274,8,3
275,5,3
276,5,5
277,8,5
278,4,9
279,6,6
280,7,4
281,4,6
282,7,2
283,3,4
284,5,4
285,6,6
286,6,3
287,1,5
288,2,5
289,5,2
290,5,1
291,6,3
292,8,3
293,8,5
294,4,3
295,5,7
296,5,5
297,3,1
298,2,4
299,6,3
300,4,5
301,4,1
302,3,5
303,2,2
304,2,3
305,5,0
306,4,2
307,2,3
308,2,3
309,7,11
310,3,7
311,1,3
312,5,6
313,2,3
314,1,8
315,4,5
316,4,3
317,1,4
318,5,6
319,7,6
320,3,7
321,1,5
322,6,6
323,3,4
324,3,4
325,3,4
326,4,5
327,1,5
328,3,1
329,1,11
330,3,2
331,7,7
332,6,5
333,3,4
334,7,4
335,7,7
336,6,6
337,8,7
338,1,6
339,2,5
340,4,0
341,6,6
342,5,7
343,3,3
344,3,2
345,6,2
346,4,3
347,7,4
348,5,5
349,5,1
350,6,3
351,6,3
352,7,3
353,8,3
354,3,3
355,2,4
356,3,1
357,1,4
358,2,6
359,6,2
360,1,8
361,3,2
362,4,1
363,4,2
364,6,4
365,3,0
366,5,7
367,2,2
368,3,5
369,2,4
370,1,3
371,4,5
372,3,2
373,4,5
374,1,5
375,4,5
376,6,3
377,2,7
378,5,8
379,4,3
380,0,3
381,5,2
382,4,4
383,1,7
384,4,7
385,5,2
386,3,5
387,1,5
388,1,2
389,3,6
390,4,3
391,4,1
392,2,5
393,3,1
394,0,2
395,2,6
396,0,1
397,8,5
398,3,4
399,1,5
400,2,4
401,4,4
402,6,1
403,4,3
404,5,0
405,5,0
406,5,4
407,4,2
408,1,2
409,11,1
410,5,4
411,1,2
412,3,2
413,3,4
414,4,1
415,7,3
416,3,7
417,2,3
418,8,8
419,3,4
420,6,6
421,2,2
422,2,2
423,4,5
424,1,5
425,8,3
426,4,1
427,3,3
428,8,3
429,7,2
430,3,4
431,3,6
432,3,4
433,7,3
434,3,4
435,4,1
436,5,2
437,2,5
438,5,9
439,8,8
440,1,3
441,4,1
442,4,4
443,4,1
444,1,5
445,5,4
446,3,2
447,8,5
448,6,1
449,6,1
450,5,3
451,5,4
452,5,3
453,4,1
454,4,3
455,3,1
456,2,6
457,4,2
458,0,0
459,4,4
460,6,3
461,2,4
462,5,2
463,4,4
464,7,1
465,3,3
466,4,7
467,5,6
468,2,1
469,2,4
470,5,6
471,3,3
472,4,5
473,2,7
474,5,4
475,5,4
476,3,4
477,6,0
478,2,1
479,4,2
480,1,6
481,4,3
482,6,4
483,5,4
484,4,4
485,4,0
486,6,3
487,3,2
488,8,4
489,3,0
490,4,5
491,4,4
492,7,4
493,7,3
494,1,2
495,5,2
496,5,5
497,7,2
498,6,5
499,3,2
500,5,0
501,4,2
502,2,5
503,5,2
504,6,2
505,3,5
506,2,1
507,6,2
508,2,3
509,4,0
510,2,1
511,0,3
512,3,0
513,0,1
514,4,3
515,1,5
516,5,3
517,7,1
518,4,3
519,4,3
520,3,5
521,4,5
522,4,1
523,4,4
524,1,4
525,5,4
526,2,3
527,4,2
528,3,2
529,2,3
530,4,5
531,7,5
532,3,3
533,1,3
534,0,1
535,5,1
536,1,1
537,5,5
538,4,2
539,3,1
540,3,5
541,5,0
542,3,2
543,6,5
544,2,3
545,4,4
546,4,2
547,3,3
548,3,1
549,4,1
550,4,2
551,7,3
552,8,3
553,7,2
554,1,2
555,6,1
556,2,3
557,2,4
558,1,1
559,3,4
560,2,3
561,3,4
562,3,4
563,1,0
564,3,4
565,4,3
566,0,1
567,6,3
568,2,4
569,2,2
570,3,3
