n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,1,1
14,0,0
15,0,0
16,0,0
17,1,0
18,0,1
19,0,0
20,1,1
21,0,0
22,0,0
23,2,0
24,1,1
25,0,0
26,0,0
27,2,0
28,1,0
29,0,0
30,1,1
31,1,0
32,0,3
33,0,0
34,1,0
35,1,1
36,0,0
37,2,0
38,0,1
39,0,2
40,4,0
41,2,0
42,0,1
43,1,3
44,0,1
45,1,0
46,1,0
47,1,1
48,1,1
49,0,0
50,0,2
51,0,1
52,0,1
53,1,0
54,0,0
55,1,1
56,1,1
57,0,0
58,1,0
59,4,0
60,0,1
61,2,1
62,0,2
63,0,0
64,0,3
65,1,0
66,0,1
67,0,1
68,0,1
69,3,0
70,1,0
71,2,0
72,1,1
73,1,2
74,2,1
75,1,0
76,2,0
77,0,1
78,3,0
79,2,0
80,1,0
81,1,2
82,0,3
83,2,2
84,0,1
85,1,0
86,1,0
87,0,0
88,0,0
89,1,3
90,1,1
91,3,1
92,3,2
93,1,2
94,1,1
95,1,1
96,0,0
97,0,1
98,1,3
99,4,0
100,0,2
101,1,2
102,2,2
103,1,2
104,3,1
105,3,0
106,1,1
107,1,1
108,4,1
109,2,2
110,2,1
111,2,0
112,2,1
113,0,1
114,2,0
115,2,1
116,4,2
117,2,2
118,1,0
119,4,3
120,2,2
121,2,2
122,0,1
123,1,3
124,2,1
125,0,1
126,2,1
127,1,1
128,1,0
129,4,0
130,0,0
131,0,1
132,2,1
133,1,1
134,2,1
135,0,2
136,1,3
137,0,1
138,1,2
139,1,3
140,3,0
141,1,1
142,3,1
143,1,0
144,3,1
145,0,3
146,0,2
147,2,3
148,1,0
149,1,0
150,1,4
151,1,1
152,1,2
153,3,2
154,3,1
155,1,0
156,1,2
157,6,1
158,0,1
159,2,3
160,4,1
161,1,3
162,1,3
163,4,4
164,2,0
165,1,0
166,4,1
167,1,1
168,2,2
169,2,2
170,1,0
171,2,3
172,1,1
173,1,0
174,1,4
175,2,5
176,1,1
177,1,1
178,1,2
179,2,1
180,1,2
181,3,1
182,0,2
183,0,0
184,2,3
185,3,0
186,1,1
187,3,4
188,7,2
189,4,4
190,2,5
191,0,1
192,2,1
193,0,2
194,2,2
195,1,4
196,2,1
197,1,3
198,4,1
199,1,4
200,1,2
201,4,2
202,3,1
203,2,3
204,1,3
205,2,3
206,2,5
207,2,3
208,3,3
209,5,5
210,1,6
211,0,3
212,8,3
213,4,2
214,2,5
215,2,2
216,5,1
217,3,0
218,6,1
219,4,3
220,5,4
221,4,5
222,4,2
223,4,3
224,5,5
225,2,2
226,3,2
227,7,3
228,3,6
229,5,3
230,5,2
231,6,4
232,6,5
233,3,2
234,3,5
235,4,2
236,9,5
237,6,6
238,2,4
239,4,8
240,5,6
241,4,3
242,6,5
243,6,5
244,2,1
245,4,5
246,2,6
247,2,6
248,7,5
249,6,9
250,6,2
251,3,10
252,5,10
253,7,5
254,6,10
255,4,2
256,2,8
257,8,8
258,6,5
259,9,4
260,6,6
261,5,2
262,7,4
263,6,6
264,5,5
265,11,6
266,8,6
267,5,4
268,4,5
269,5,2
270,7,8
271,6,4
272,1,7
273,5,7
274,4,2
275,5,2
276,6,3
277,7,4
278,7,2
279,3,3
280,1,7
281,4,6
282,3,5
283,8,4
284,5,7
285,3,4
286,5,4
287,3,7
288,10,11
289,1,5
290,2,2
291,5,6
292,4,2
293,3,3
294,3,3
295,4,2
296,6,4
297,6,1
298,5,5
299,2,4
300,2,8
301,3,1
302,10,3
303,3,6
304,4,8
305,2,4
306,3,4
307,2,2
308,3,4
309,5,2
310,3,4
311,7,8
312,5,3
313,3,3
314,3,2
315,1,4
316,2,9
317,2,3
318,3,3
319,3,1
320,5,6
321,7,4
322,4,4
323,2,8
324,8,4
325,5,5
326,2,6
327,2,7
328,5,7
329,6,7
330,1,1
331,3,4
332,9,5
333,8,6
334,4,2
335,5,5
336,5,4
337,7,5
338,3,3
339,1,7
340,4,2
341,4,4
342,4,3
343,3,6
344,1,5
345,4,4
346,2,1
347,4,5
348,4,2
349,5,6
350,3,3
351,4,3
352,3,4
353,2,0
354,3,2
355,4,2
356,6,1
357,5,8
358,7,3
359,3,5
360,6,5
361,7,5
362,3,6
363,0,6
364,6,3
365,2,4
366,3,6
367,4,8
368,1,3
369,3,1
370,1,3
371,3,2
372,2,7
373,6,2
374,5,4
375,4,4
376,5,2
377,5,3
378,5,2
379,3,6
380,4,6
381,4,7
382,6,3
383,3,4
384,3,6
385,2,5
386,2,5
387,12,7
388,4,5
389,3,4
390,1,4
391,6,3
392,3,1
393,3,4
394,6,4
395,1,4
396,5,5
397,3,4
398,3,0
399,8,3
400,5,3
401,4,2
402,5,2
403,4,7
404,3,1
405,6,3
406,2,4
407,1,2
408,7,2
409,7,3
410,7,4
411,5,2
412,2,4
413,5,0
414,6,3
415,4,2
416,4,5
417,3,5
418,2,4
419,2,7
420,5,5
421,4,6
422,4,5
423,5,7
424,2,5
425,4,0
426,10,5
427,6,5
428,2,4
429,5,8
430,2,5
431,7,4
432,4,6
433,6,2
434,4,4
435,4,0
436,3,4
437,6,2
438,4,3
439,9,4
440,4,4
441,2,3
442,4,6
443,3,8
444,4,3
445,7,6
446,6,6
447,3,5
448,5,1
449,7,4
450,2,2
451,1,1
452,6,3
453,3,5
454,8,5
455,1,0
456,1,3
457,5,7
458,3,4
459,1,2
460,6,1
461,3,4
462,2,6
463,3,3
464,1,3
465,4,2
466,3,3
467,2,3
468,7,0
469,3,3
470,3,2
471,1,4
472,6,5
473,4,1
474,7,3
475,4,1
476,5,6
477,2,1
478,3,2
479,3,1
480,4,1
481,4,4
482,3,2
483,3,5
484,3,4
485,4,1
486,4,3
487,1,0
488,4,3
489,4,7
490,5,1
491,5,4
492,5,2
493,5,5
494,6,4
495,5,3
496,2,2
497,4,2
498,2,4
499,3,8
500,3,3
501,1,1
502,4,2
503,4,3
504,3,5
505,4,2
506,6,5
507,5,1
508,5,3
509,6,1
510,2,5
511,1,1
512,3,3
513,3,5
514,1,3
515,4,3
516,5,4
517,2,1
518,1,3
519,2,6
520,5,1
521,3,4
522,2,3
523,4,2
524,5,1
525,6,4
526,6,1
527,4,1
528,4,2
529,5,1
530,5,4
531,2,5
532,1,4
533,4,2
534,3,2
535,4,2
536,9,3
537,2,4
538,3,6
539,3,4
540,5,2
541,6,2
542,2,3
543,3,3
544,0,1
545,3,0
546,5,5
547,3,3
548,3,4
549,6,2
550,4,2
551,1,1
552,3,4
553,3,5
554,6,1
555,4,6
556,4,3
557,4,4
558,2,3
559,0,0
560,3,0
561,1,2
562,8,2
563,5,0
564,5,4
565,4,1
566,4,5
567,3,4
568,5,0
569,6,6
570,3,3
