n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,1,0
13,0,0
14,1,0
15,1,1
16,0,0
17,1,0
18,0,0
19,2,0
20,2,1
21,0,2
22,1,0
23,1,1
24,1,1
25,0,1
26,1,2
27,2,1
28,0,0
29,4,0
30,3,1
31,3,0
32,2,1
33,2,0
34,0,0
35,1,1
36,1,1
37,0,0
38,0,1
39,2,4
40,0,3
41,0,0
42,0,1
43,2,1
44,1,1
45,4,0
46,0,1
47,0,0
48,0,1
49,1,0
50,0,0
51,3,0
52,1,0
53,0,3
54,1,0
55,2,1
56,2,1
57,0,1
58,1,1
59,1,3
60,2,1
61,1,0
62,4,1
63,1,0
64,0,0
65,3,1
66,0,0
67,0,0
68,1,1
69,2,0
70,1,0
71,1,0
72,3,0
73,1,0
74,0,1
75,0,0
76,1,1
77,0,0
78,3,0
79,4,0
80,2,0
81,1,3
82,3,0
83,1,2
84,3,0
85,0,0
86,1,1
87,1,1
88,0,0
89,2,0
90,4,3
91,0,1
92,1,5
93,3,1
94,1,2
95,0,2
96,2,2
97,0,2
98,2,2
99,0,0
100,1,3
101,2,2
102,1,3
103,3,2
104,1,2
105,2,3
106,0,0
107,4,1
108,5,0
109,2,0
110,1,3
111,1,2
112,0,1
113,0,0
114,2,0
115,1,2
116,2,3
117,2,3
118,2,1
119,1,4
120,1,1
121,3,3
122,1,4
123,1,1
124,5,0
125,0,0
126,2,2
127,1,0
128,0,0
129,0,2
130,0,0
131,3,1
132,6,2
133,1,1
134,0,1
135,2,2
136,3,2
137,3,5
138,2,1
139,6,0
140,1,2
141,1,1
142,1,0
143,3,1
144,0,2
145,1,3
146,1,3
147,1,2
148,1,2
149,0,1
150,2,3
151,0,2
152,3,0
153,2,3
154,0,3
155,2,2
156,5,1
157,5,0
158,2,1
159,2,0
160,0,1
161,0,0
162,3,3
163,1,2
164,3,1
165,4,3
166,4,1
167,7,3
168,1,2
169,4,0
170,0,2
171,2,1
172,3,4
173,2,1
174,4,5
175,2,0
176,8,2
177,3,1
178,3,1
179,0,2
180,2,2
181,3,1
182,2,2
183,0,3
184,0,4
185,4,0
186,1,2
187,0,3
188,4,5
189,1,4
190,1,5
191,3,3
192,1,2
193,2,3
194,6,1
195,4,5
196,4,1
197,1,4
198,3,1
199,1,2
200,4,1
201,3,2
202,6,0
203,3,2
204,3,3
205,3,7
206,4,2
207,3,2
208,1,0
209,0,4
210,1,2
211,5,2
212,2,6
213,3,4
214,2,2
215,4,2
216,3,3
217,5,7
218,3,5
219,3,3
220,5,4
221,3,2
222,1,5
223,8,6
224,5,6
225,5,3
226,5,5
227,9,2
228,5,7
229,3,2
230,10,4
231,5,4
232,7,4
233,5,3
234,6,3
235,8,6
236,6,4
237,4,9
238,8,6
239,5,5
240,8,3
241,8,7
242,7,3
243,7,7
244,10,5
245,1,7
246,7,4
247,7,5
248,5,6
249,2,3
250,4,4
251,8,7
252,9,3
253,4,8
254,12,8
255,10,3
256,3,2
257,2,5
258,7,4
259,5,5
260,10,4
261,2,6
262,3,11
263,5,3
264,6,3
265,9,6
266,8,5
267,6,3
268,6,6
269,9,3
270,9,5
271,4,5
272,3,5
273,7,4
274,4,6
275,2,6
276,6,3
277,4,7
278,4,5
279,4,4
280,4,9
281,3,10
282,6,7
283,7,5
284,3,6
285,5,7
286,8,5
287,3,2
288,3,5
289,8,6
290,3,3
291,2,3
292,5,7
293,6,2
294,6,4
295,1,4
296,7,3
297,5,5
298,4,5
299,4,6
300,3,7
301,2,3
302,11,7
303,3,6
304,5,2
305,5,2
306,11,3
307,6,8
308,5,2
309,8,4
310,5,7
311,5,3
312,5,3
313,3,3
314,2,6
315,5,5
316,3,3
317,3,3
318,5,3
319,4,5
320,10,1
321,5,5
322,6,3
323,9,1
324,2,4
325,6,4
326,5,4
327,4,8
328,4,2
329,4,2
330,5,5
331,5,6
332,6,3
333,8,4
334,3,6
335,8,1
336,3,2
337,6,5
338,7,3
339,5,5
340,5,4
341,9,6
342,2,4
343,2,3
344,10,3
345,4,3
346,2,3
347,4,4
348,5,6
349,7,5
350,9,2
351,6,2
352,6,1
353,5,3
354,2,3
355,2,6
356,6,4
357,4,6
358,6,2
359,9,7
360,8,4
361,6,3
362,5,4
363,6,5
364,6,2
365,4,3
366,10,5
367,8,6
368,9,3
369,2,3
370,6,7
371,3,4
372,5,1
373,8,5
374,10,7
375,4,4
376,7,4
377,1,1
378,7,1
379,4,2
380,3,6
381,6,5
382,5,6
383,5,12
384,2,5
385,6,3
386,4,3
387,4,8
388,6,2
389,3,5
390,9,4
391,8,8
392,5,3
393,3,3
394,6,6
395,2,3
396,4,6
397,2,5
398,5,7
399,4,3
400,8,3
401,7,5
402,4,3
403,9,3
404,10,6
405,3,3
406,7,4
407,7,2
408,7,4
409,3,3
410,4,3
411,4,3
412,10,4
413,6,2
414,4,3
415,3,4
416,5,4
417,7,4
418,8,3
419,4,2
420,10,6
421,3,6
422,3,4
423,4,4
424,2,5
425,3,4
426,3,7
427,3,4
428,2,4
429,5,3
430,4,3
431,3,7
432,1,3
433,6,6
434,2,7
435,4,2
436,5,3
437,7,5
438,4,3
439,5,7
440,5,7
441,5,6
442,2,6
443,7,4
444,4,4
445,4,1
446,6,4
447,5,3
448,4,4
449,1,3
450,7,3
451,3,4
452,5,4
453,8,1
454,4,3
455,1,0
456,4,1
457,10,5
458,4,4
459,5,2
460,5,4
461,6,4
462,7,5
463,7,4
464,4,0
465,5,1
466,6,4
467,4,6
468,5,3
469,6,2
470,5,5
471,4,6
472,3,2
473,6,5
474,2,6
475,4,2
476,3,0
477,3,1
478,4,3
479,7,5
480,5,5
481,7,2
482,5,2
483,3,4
484,3,6
485,3,3
486,6,4
487,8,3
488,8,5
489,6,4
490,8,4
491,6,7
492,6,3
493,4,1
494,5,3
495,4,0
496,3,3
497,3,5
498,5,2
499,6,4
500,5,2
501,7,3
502,5,6
503,3,4
504,4,5
505,2,4
506,2,4
507,6,3
508,3,3
509,1,6
510,1,4
511,5,3
512,2,1
513,2,4
514,0,0
515,1,3
516,3,1
517,0,4
518,2,6
519,3,5
520,1,3
521,10,3
522,4,4
523,7,3
524,6,2
525,3,4
526,3,2
527,1,2
528,1,2
529,3,2
530,5,9
531,5,2
532,2,5
533,8,1
534,3,3
535,5,1
536,5,3
537,4,6
538,1,4
539,3,1
540,3,4
541,5,6
542,3,6
543,5,1
544,3,3
545,3,2
546,3,3
547,0,3
548,3,1
549,5,3
550,4,3
551,6,0
552,4,7
553,5,2
554,3,2
555,4,5
556,3,4
557,8,1
558,2,6
559,1,5
560,7,7
561,2,3
562,2,5
563,4,4
564,8,2
565,2,3
566,3,2
567,5,2
568,3,1
569,2,2
570,7,4
