n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,1,0
12,1,0
13,2,1
14,0,1
15,0,0
16,3,2
17,0,1
18,3,1
19,0,0
20,1,0
21,0,3
22,0,2
23,2,1
24,3,2
25,3,0
26,1,2
27,1,1
28,3,1
29,1,2
30,0,1
31,0,3
32,3,2
33,1,1
34,1,0
35,2,2
36,1,2
37,2,0
38,2,1
39,0,2
40,0,2
41,3,1
42,2,0
43,2,1
44,2,1
45,2,3
46,1,0
47,0,1
48,2,5
49,1,2
50,2,2
51,0,1
52,0,3
53,2,4
54,1,0
55,0,3
56,0,3
57,8,1
58,1,0
59,2,1
60,2,0
61,1,0
62,1,2
63,2,1
64,0,1
65,1,0
66,1,1
67,1,1
68,0,0
69,1,1
70,1,1
71,1,1
72,1,1
73,2,1
74,1,1
75,2,0
76,3,1
77,1,2
78,3,0
79,2,0
80,2,0
81,1,0
82,0,1
83,2,1
84,3,3
85,3,0
86,1,2
87,4,3
88,1,2
89,2,0
90,2,2
91,1,3
92,3,3
93,2,2
94,2,1
95,2,2
96,3,3
97,7,0
98,2,5
99,1,4
100,3,0
101,2,3
102,1,0
103,3,0
104,3,0
105,0,1
106,1,1
107,3,3
108,1,2
109,4,3
110,2,2
111,4,2
112,1,3
113,0,1
114,2,1
115,1,1
116,0,0
117,2,1
118,4,2
119,1,1
120,0,1
121,1,2
122,2,0
123,0,1
124,3,3
125,2,5
126,5,0
127,1,1
128,2,1
129,2,4
130,2,2
131,3,3
132,3,2
133,2,5
134,2,1
135,2,1
136,3,2
137,1,3
138,2,1
139,3,4
140,5,4
141,3,2
142,4,4
143,1,1
144,4,2
145,3,3
146,3,0
147,2,0
148,5,2
149,2,1
150,2,2
151,2,4
152,6,2
153,1,1
154,2,0
155,1,1
156,1,2
157,2,3
158,1,0
159,5,5
160,4,5
161,3,2
162,2,2
163,5,3
164,2,3
165,3,3
166,3,5
167,2,0
168,0,1
169,2,0
170,3,3
171,3,2
172,2,4
173,2,1
174,4,1
175,6,2
176,2,6
177,2,3
178,4,2
179,5,4
180,7,1
181,0,2
182,5,2
183,3,2
184,2,0
185,1,3
186,1,2
187,9,0
188,1,3
189,1,3
190,3,1
191,6,4
192,2,4
193,3,2
194,4,3
195,2,2
196,1,6
197,4,1
198,4,1
199,1,5
200,2,2
201,2,4
202,3,3
203,4,2
204,6,5
205,5,4
206,4,6
207,1,3
208,3,4
209,3,6
210,3,5
211,6,2
212,6,2
213,4,2
214,4,5
215,3,7
216,7,1
217,5,1
218,3,6
219,2,3
220,8,3
221,5,5
222,5,5
223,5,3
224,2,3
225,5,3
226,8,7
227,7,8
228,6,5
229,2,5
230,6,8
231,6,6
232,7,10
233,7,7
234,10,4
235,1,3
236,11,6
237,9,7
238,5,7
239,7,7
240,4,7
241,8,6
242,6,6
243,6,10
244,6,7
245,10,7
246,8,7
247,11,5
248,16,7
249,6,5
250,7,7
251,6,3
252,8,10
253,9,11
254,8,8
255,10,2
256,10,5
257,7,10
258,12,6
259,11,4
260,4,6
261,4,7
262,5,10
263,7,5
264,8,12
265,2,15
266,11,6
267,4,4
268,7,3
269,10,3
270,11,3
271,3,8
272,8,2
273,4,5
274,7,8
275,4,6
276,11,6
277,3,5
278,7,8
279,7,6
280,9,6
281,8,10
282,9,5
283,5,10
284,4,6
285,6,7
286,7,4
287,5,7
288,6,5
289,15,2
290,4,6
291,4,6
292,5,4
293,5,3
294,4,6
295,7,6
296,11,3
297,7,7
298,3,5
299,5,1
300,10,6
301,9,6
302,5,5
303,4,5
304,2,3
305,5,4
306,5,5
307,5,5
308,6,6
309,5,5
310,3,2
311,5,6
312,3,7
313,6,4
314,7,3
315,8,1
316,3,5
317,7,5
318,6,4
319,3,6
320,4,6
321,2,4
322,7,4
323,7,4
324,4,3
325,5,2
326,2,2
327,0,8
328,6,8
329,5,4
330,5,2
331,4,8
332,3,3
333,6,3
334,4,5
335,3,1
336,6,9
337,3,3
338,11,6
339,3,3
340,3,8
341,4,3
342,4,2
343,5,3
344,6,3
345,3,6
346,5,6
347,4,4
348,11,6
349,5,2
350,6,2
351,0,5
352,7,7
353,4,6
354,6,9
355,7,4
356,2,3
357,6,4
358,6,2
359,4,5
360,6,5
361,8,1
362,3,9
363,3,6
364,4,2
365,8,5
366,6,7
367,5,4
368,7,3
369,4,5
370,8,5
371,5,4
372,3,3
373,4,6
374,12,3
375,8,0
376,5,6
377,5,4
378,4,4
379,1,4
380,4,1
381,8,4
382,7,6
383,9,3
384,9,3
385,3,3
386,1,2
387,6,6
388,4,5
389,6,3
390,3,6
391,4,1
392,6,5
393,6,1
394,10,3
395,4,2
396,5,1
397,7,2
398,6,7
399,2,5
400,8,3
401,2,3
402,3,2
403,5,3
404,7,7
405,8,2
406,5,7
407,6,2
408,8,5
409,8,9
410,4,8
411,3,4
412,7,5
413,5,6
414,8,9
415,5,7
416,2,2
417,7,2
418,1,7
419,3,5
420,3,5
421,3,1
422,10,2
423,3,11
424,3,7
425,8,8
426,5,5
427,0,4
428,4,4
429,5,7
430,5,7
431,10,2
432,6,3
433,5,3
434,3,3
435,4,4
436,8,0
437,3,3
438,4,5
439,5,8
440,5,4
441,4,4
442,2,3
443,4,3
444,3,2
445,2,0
446,3,2
447,9,5
448,4,2
449,1,5
450,2,7
451,4,2
452,5,4
453,4,7
454,4,6
455,3,2
456,5,2
457,6,1
458,8,5
459,5,9
460,0,2
461,3,2
462,3,4
463,2,5
464,3,3
465,4,3
466,5,2
467,4,2
468,1,3
469,6,2
470,5,1
471,4,3
472,5,4
473,8,4
474,4,1
475,5,3
476,4,5
477,6,1
478,4,7
479,6,3
480,7,1
481,3,1
482,4,2
483,3,6
484,4,6
485,2,6
486,2,2
487,4,3
488,2,4
489,5,3
490,3,4
491,2,2
492,5,5
493,3,5
494,3,1
495,3,2
496,5,2
497,3,4
498,4,1
499,7,2
500,6,2
501,4,5
502,1,1
503,7,0
504,2,4
505,2,2
506,2,3
507,1,1
508,3,4
509,3,5
510,4,1
511,6,6
512,4,0
513,4,5
514,7,5
515,5,3
516,7,1
517,6,5
518,3,3
519,3,4
520,3,2
521,2,1
522,2,5
523,5,6
524,4,4
525,1,2
526,5,4
527,3,2
528,6,2
529,3,2
530,3,2
531,7,4
532,2,2
533,3,2
534,2,3
535,2,3
536,3,1
537,4,6
538,5,0
539,2,6
540,2,2
541,5,2
542,3,4
543,3,6
544,6,3
545,3,2
546,1,2
547,7,2
548,5,5
549,4,0
550,4,2
551,4,2
552,4,2
553,4,1
554,6,4
555,4,2
556,4,3
557,3,2
558,4,5
559,2,3
560,4,3
561,5,4
562,3,5
563,3,4
564,5,4
565,4,4
566,2,2
567,5,5
568,4,2
569,5,4
570,9,4
