n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,1
13,0,1
14,1,0
15,1,0
16,1,0
17,2,1
18,2,0
19,4,2
20,1,0
21,2,1
22,2,0
23,1,0
24,0,0
25,2,0
26,0,1
27,1,2
28,1,2
29,0,2
30,1,0
31,1,1
32,2,0
33,2,0
34,0,0
35,3,0
36,1,0
37,1,0
38,1,1
39,1,1
40,2,0
41,2,0
42,0,0
43,2,0
44,1,0
45,0,1
46,2,1
47,3,0
48,3,0
49,2,0
50,1,2
51,1,2
52,3,0
53,1,0
54,0,1
55,3,0
56,1,0
57,1,0
58,1,0
59,1,0
60,0,3
61,1,2
62,0,3
63,0,3
64,2,4
65,1,0
66,0,0
67,0,0
68,1,1
69,3,0
70,2,0
71,0,0
72,2,4
73,2,4
74,2,1
75,1,1
76,3,0
77,4,0
78,1,2
79,3,1
80,2,1
81,0,0
82,1,0
83,0,1
84,1,2
85,2,3
86,1,2
87,1,2
88,0,1
89,1,0
90,1,1
91,2,0
92,2,0
93,0,0
94,1,1
95,3,1
96,1,0
97,0,2
98,2,1
99,2,0
100,1,2
101,2,1
102,3,4
103,4,2
104,2,1
105,0,0
106,1,0
107,1,1
108,4,1
109,3,1
110,5,3
111,1,1
112,3,2
113,4,2
114,1,3
115,2,0
116,1,0
117,1,4
118,2,1
119,0,2
120,1,1
121,0,3
122,2,0
123,1,2
124,4,1
125,2,0
126,0,2
127,1,4
128,1,2
129,2,1
130,2,1
131,3,0
132,4,1
133,1,4
134,2,1
135,0,1
136,4,3
137,1,0
138,1,0
139,2,4
140,3,3
141,3,1
142,2,2
143,1,1
144,1,1
145,5,1
146,1,2
147,1,2
148,3,4
149,3,3
150,4,0
151,4,3
152,4,2
153,3,1
154,1,0
155,1,2
156,1,1
157,5,1
158,6,1
159,1,1
160,3,4
161,2,2
162,2,3
163,2,3
164,1,3
165,3,2
166,3,2
167,5,5
168,5,3
169,1,3
170,3,3
171,0,1
172,4,1
173,4,2
174,3,3
175,7,4
176,2,3
177,4,1
178,4,1
179,2,1
180,0,3
181,2,0
182,0,2
183,2,1
184,1,2
185,1,4
186,5,4
187,2,3
188,7,0
189,1,2
190,0,5
191,2,4
192,1,1
193,2,2
194,3,6
195,1,3
196,3,3
197,5,2
198,5,4
199,2,1
200,1,1
201,2,2
202,2,2
203,1,3
204,7,3
205,3,2
206,7,1
207,5,5
208,2,2
209,4,2
210,1,2
211,1,1
212,2,3
213,2,6
214,3,4
215,4,2
216,3,2
217,13,3
218,4,1
219,6,4
220,4,4
221,4,4
222,5,1
223,4,4
224,5,7
225,3,4
226,6,5
227,7,7
228,8,2
229,3,4
230,8,6
231,8,6
232,7,3
233,8,4
234,4,6
235,7,5
236,13,3
237,7,8
238,4,7
239,9,5
240,7,6
241,4,11
242,6,6
243,5,7
244,4,7
245,5,5
246,6,8
247,10,3
248,4,3
249,5,8
250,4,6
251,7,10
252,9,3
253,6,4
254,2,8
255,4,2
256,7,5
257,7,2
258,2,4
259,10,4
260,9,6
261,8,3
262,6,6
263,6,6
264,12,7
265,7,1
266,9,4
267,16,7
268,7,7
269,6,8
270,3,3
271,1,3
272,8,10
273,10,5
274,7,5
275,10,10
276,7,6
277,5,4
278,4,3
279,5,5
280,5,6
281,9,6
282,7,3
283,4,4
284,6,2
285,4,5
286,10,4
287,4,3
288,6,5
289,7,4
290,5,5
291,6,4
292,4,8
293,1,4
294,6,4
295,7,2
296,5,1
297,5,9
298,2,4
299,6,6
300,9,1
301,6,5
302,6,6
303,11,4
304,5,5
305,7,6
306,8,3
307,8,7
308,3,4
309,6,7
310,6,4
311,5,6
312,4,2
313,1,10
314,4,6
315,4,2
316,5,3
317,6,8
318,3,6
319,1,4
320,5,9
321,1,3
322,2,3
323,6,8
324,6,6
325,10,6
326,5,5
327,1,3
328,8,4
329,5,4
330,3,5
331,4,3
332,7,3
333,6,2
334,4,6
335,6,4
336,1,4
337,9,2
338,7,4
339,5,3
340,4,6
341,4,4
342,5,0
343,8,4
344,4,5
345,10,4
346,6,3
347,6,4
348,4,4
349,8,9
350,1,3
351,6,7
352,4,8
353,5,1
354,2,1
355,4,5
356,4,5
357,7,8
358,7,3
359,2,10
360,4,2
361,4,3
362,7,3
363,6,6
364,7,5
365,4,4
366,10,6
367,8,2
368,3,2
369,4,8
370,4,4
371,7,5
372,3,2
373,5,7
374,1,3
375,5,2
376,0,3
377,5,3
378,5,0
379,3,3
380,5,8
381,2,3
382,4,5
383,6,2
384,8,4
385,7,4
386,2,4
387,3,5
388,4,8
389,5,6
390,7,3
391,9,4
392,3,1
393,6,3
394,5,4
395,5,3
396,6,2
397,3,1
398,3,1
399,6,6
400,8,2
401,7,0
402,4,3
403,6,3
404,8,7
405,3,3
406,7,7
407,6,2
408,2,3
409,9,1
410,3,5
411,6,2
412,4,2
413,7,1
414,4,1
415,5,3
416,1,7
417,6,7
418,3,1
419,9,1
420,6,4
421,1,5
422,8,2
423,7,4
424,3,8
425,7,4
426,2,3
427,5,5
428,4,0
429,6,2
430,4,3
431,3,3
432,3,2
433,8,4
434,7,7
435,5,2
436,8,4
437,3,3
438,4,5
439,5,1
440,2,4
441,1,1
442,1,1
443,5,6
444,4,3
445,7,2
446,7,1
447,6,2
448,7,4
449,3,4
450,4,5
451,5,4
452,4,8
453,4,4
454,2,1
455,2,3
456,6,2
457,5,1
458,4,4
459,6,5
460,1,2
461,4,4
462,6,6
463,3,4
464,1,9
465,5,0
466,3,3
467,3,0
468,7,4
469,6,1
470,3,0
471,4,4
472,5,4
473,7,4
474,2,2
475,3,2
476,3,2
477,7,3
478,2,3
479,6,6
480,8,4
481,6,4
482,2,5
483,0,2
484,1,4
485,6,3
486,6,3
487,5,3
488,2,1
489,10,2
490,5,6
491,3,7
492,2,2
493,3,4
494,3,2
495,3,7
496,1,1
497,7,3
498,0,1
499,4,7
500,4,2
501,2,3
502,4,0
503,3,0
504,8,2
505,4,1
506,7,0
507,5,1
508,4,5
509,2,3
510,8,3
511,5,3
512,5,2
513,3,1
514,3,9
515,1,9
516,4,3
517,2,1
518,3,3
519,5,1
520,8,3
521,1,3
522,3,2
523,3,1
524,6,2
525,4,0
526,1,3
527,2,4
528,2,5
529,3,3
530,2,2
531,2,2
532,4,0
533,4,3
534,4,1
535,5,3
536,5,5
537,2,5
538,2,2
539,7,5
540,6,4
541,5,2
542,2,3
543,4,7
544,6,3
545,2,3
546,3,3
547,5,1
548,1,6
549,5,3
550,5,3
551,2,0
552,4,4
553,4,3
554,2,2
555,6,3
556,0,2
557,5,3
558,3,2
559,4,0
560,4,2
561,3,1
562,2,3
563,4,3
564,5,2
565,3,1
566,3,1
567,2,1
568,6,5
569,1,5
570,2,4
