n_1,N_1,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,1,1
13,0,1
14,1,0
15,1,0
16,0,1
17,1,0
18,4,2
19,2,2
20,1,1
21,0,2
22,1,2
23,0,0
24,2,0
25,2,4
26,2,1
27,0,2
28,1,1
29,3,2
30,0,0
31,0,2
32,3,1
33,1,3
34,1,1
35,1,0
36,1,2
37,0,0
38,2,2
39,1,3
40,0,1
41,3,0
42,0,3
43,2,0
44,1,1
45,1,1
46,1,1
47,0,0
48,0,0
49,0,5
50,0,0
51,0,1
52,1,1
53,0,1
54,1,0
55,0,2
56,1,0
57,2,3
58,1,1
59,2,1
60,1,0
61,1,0
62,1,2
63,1,0
64,2,0
65,0,2
66,0,1
67,3,0
68,1,3
69,2,1
70,0,1
71,0,1
72,0,1
73,0,0
74,2,2
75,0,2
76,0,1
77,2,0
78,1,0
79,2,1
80,0,0
81,0,0
82,0,2
83,3,1
84,2,2
85,2,1
86,0,0
87,2,2
88,1,2
89,1,2
90,2,1
91,1,3
92,0,2
93,2,1
94,1,1
95,2,0
96,6,0
97,2,1
98,2,1
99,0,0
100,3,2
101,1,2
102,3,1
103,5,1
104,6,3
105,1,3
106,2,0
107,3,0
108,0,1
109,0,1
110,2,1
111,1,4
112,2,3
113,1,1
114,0,3
115,2,0
116,3,2
117,3,3
118,2,1
119,3,0
120,3,0
121,2,2
122,1,0
123,2,2
124,1,1
125,0,1
126,0,0
127,1,1
128,1,0
129,4,3
130,3,1
131,0,2
132,1,1
133,1,0
134,0,2
135,0,1
136,1,1
137,2,3
138,1,2
139,2,2
140,1,0
141,2,2
142,2,1
143,2,2
144,0,2
145,4,2
146,3,1
147,1,4
148,4,0
149,0,1
150,2,2
151,0,5
152,0,3
153,3,2
154,2,2
155,1,2
156,2,4
157,3,2
158,3,0
159,2,2
160,2,1
161,2,3
162,2,1
163,1,2
164,2,3
165,3,1
166,1,7
167,3,3
168,0,0
169,3,2
170,1,5
171,5,1
172,5,1
173,0,2
174,4,3
175,1,1
176,1,2
177,1,2
178,1,2
179,2,1
180,4,2
181,1,1
182,3,2
183,1,3
184,4,2
185,1,1
186,1,1
187,1,4
188,2,3
189,3,5
190,3,2
191,2,2
192,2,1
193,1,2
194,3,3
195,2,7
196,5,2
197,4,2
198,2,3
199,4,1
200,0,3
201,5,0
202,8,1
203,2,2
204,1,6
205,5,1
206,1,2
207,4,3
208,3,1
209,3,3
210,7,1
211,4,1
212,2,5
213,2,0
214,3,1
215,4,3
216,2,6
217,1,3
218,4,2
219,6,2
220,2,6
221,10,4
222,5,5
223,3,3
224,8,3
225,3,3
226,5,4
227,5,3
228,5,3
229,7,4
230,8,6
231,1,5
232,9,2
233,7,6
234,6,6
235,4,8
236,8,8
237,2,9
238,9,6
239,7,9
240,8,4
241,2,9
242,8,4
243,3,7
244,9,4
245,8,11
246,7,10
247,10,0
248,5,1
249,10,10
250,5,5
251,8,6
252,8,10
253,6,5
254,7,11
255,5,6
256,6,5
257,11,6
258,9,7
259,12,6
260,14,12
261,4,5
262,6,9
263,6,5
264,6,4
265,2,3
266,8,5
267,5,8
268,7,6
269,7,6
270,5,4
271,4,5
272,6,2
273,4,1
274,3,6
275,1,5
276,3,6
277,3,4
278,5,3
279,7,4
280,5,8
281,7,5
282,6,4
283,6,5
284,5,3
285,4,5
286,6,3
287,1,3
288,3,2
289,2,4
290,3,8
291,4,5
292,4,6
293,2,8
294,4,3
295,6,5
296,4,10
297,2,4
298,8,5
299,1,4
300,6,5
301,2,5
302,5,1
303,4,2
304,4,0
305,5,9
306,1,5
307,4,3
308,3,2
309,6,4
310,2,3
311,5,3
312,5,6
313,5,4
314,3,5
315,4,4
316,8,2
317,4,8
318,14,5
319,5,3
320,8,3
321,5,6
322,4,5
323,6,4
324,6,4
325,6,2
326,3,9
327,2,4
328,4,6
329,5,4
330,5,4
331,10,4
332,1,4
333,6,6
334,1,5
335,3,6
336,3,4
337,4,3
338,2,2
339,4,6
340,5,5
341,3,5
342,2,3
343,6,5
344,7,2
345,6,5
346,4,4
347,4,4
348,1,4
349,7,2
350,4,1
351,6,5
352,5,3
353,2,6
354,7,6
355,6,2
356,4,2
357,5,5
358,3,9
359,1,4
360,2,5
361,5,2
362,2,4
363,4,1
364,3,4
365,1,7
366,5,4
367,7,4
368,6,4
369,5,4
370,5,6
371,2,2
372,2,4
373,4,8
374,1,6
375,3,3
376,2,6
377,4,3
378,7,3
379,1,5
380,1,4
381,7,0
382,3,1
383,8,2
384,4,4
385,5,5
386,5,1
387,3,3
388,9,2
389,3,5
390,4,4
391,6,5
392,4,4
393,4,3
394,6,3
395,6,5
396,5,4
397,5,4
398,2,3
399,3,4
400,4,5
401,4,6
402,2,7
403,4,1
404,2,5
405,7,3
406,4,5
407,6,2
408,6,4
409,2,4
410,5,6
411,3,7
412,4,3
413,1,3
414,8,3
415,2,1
416,4,7
417,4,2
418,2,1
419,5,4
420,8,5
421,3,3
422,3,3
423,3,4
424,5,3
425,4,7
426,3,5
427,3,5
428,2,3
429,3,4
430,8,2
431,2,2
432,7,6
433,5,9
434,4,9
435,5,3
436,4,2
437,3,4
438,3,4
439,3,1
440,6,6
441,2,5
442,4,6
443,4,5
444,7,3
445,1,4
446,2,5
447,0,0
448,5,0
449,8,5
450,3,4
451,5,2
452,4,1
453,3,5
454,8,8
455,5,6
456,8,4
457,5,5
458,6,6
459,6,3
460,6,4
461,12,3
462,3,4
463,6,6
464,4,6
465,6,4
466,7,6
467,4,6
468,5,2
469,3,6
470,2,5
471,5,8
472,7,3
473,9,3
474,4,3
475,7,3
476,5,4
477,5,3
478,4,5
479,3,4
480,3,10
481,2,2
482,7,6
483,4,3
484,6,2
485,4,2
486,4,5
487,7,3
488,9,8
489,3,9
490,4,4
491,3,7
492,4,3
493,5,5
494,6,5
495,2,3
496,10,2
497,9,4
498,3,6
499,4,5
500,6,3
501,3,3
502,5,7
503,2,4
504,1,2
505,4,11
506,3,7
507,7,4
508,5,2
509,4,3
510,4,6
511,9,6
512,4,5
513,2,2
514,9,3
515,2,7
516,4,4
517,3,1
518,8,6
519,7,3
520,5,7
521,2,2
522,6,5
523,9,4
524,12,6
525,1,4
526,7,9
527,5,4
528,7,7
529,3,6
530,12,8
531,3,4
532,6,6
533,4,4
534,9,6
535,6,9
536,2,6
537,6,8
538,2,7
539,6,3
540,3,4
541,9,8
542,9,3
543,6,5
544,4,9
545,6,7
546,5,5
547,6,9
548,6,5
549,2,8
550,10,9
551,11,3
552,3,7
553,9,7
554,9,5
555,6,6
556,8,5
557,6,3
558,7,2
559,4,5
560,5,11
561,9,1
562,3,11
563,4,3
564,7,2
565,8,8
566,6,6
567,7,2
568,6,4
569,2,3
570,10,4
