n_1,compton,straight
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,1,0
12,0,1
13,1,1
14,2,0
15,2,1
16,2,2
17,3,2
18,0,0
19,0,1
20,1,3
21,2,0
22,1,0
23,1,2
24,2,1
25,1,1
26,1,0
27,2,1
28,1,0
29,2,0
30,1,3
31,1,0
32,2,2
33,0,1
34,2,0
35,1,2
36,1,1
37,2,2
38,0,1
39,1,0
40,2,2
41,1,3
42,1,2
43,5,0
44,1,1
45,0,1
46,2,1
47,1,0
48,4,1
49,1,2
50,1,0
51,4,2
52,2,3
53,3,2
54,0,2
55,1,2
56,2,1
57,3,1
58,0,0
59,1,1
60,2,3
61,2,1
62,3,0
63,3,2
64,0,1
65,1,7
66,3,4
67,2,0
68,0,0
69,1,3
70,1,2
71,1,0
72,0,3
73,1,2
74,1,4
75,0,1
76,0,2
77,2,0
78,4,3
79,2,1
80,0,0
81,1,3
82,5,2
83,4,2
84,1,1
85,1,0
86,1,0
87,1,2
88,1,2
89,0,2
90,0,2
91,3,0
92,2,0
93,0,2
94,0,3
95,0,2
96,0,4
97,1,3
98,4,2
99,2,1
100,5,0
101,1,2
102,4,1
103,2,3
104,3,2
105,2,1
106,4,2
107,4,3
108,5,3
109,4,2
110,2,2
111,3,1
112,3,2
113,4,0
114,2,4
115,2,2
116,3,2
117,1,1
118,1,2
119,1,3
120,1,0
121,0,1
122,3,1
123,1,1
124,2,3
125,6,2
126,3,3
127,1,2
128,1,1
129,2,4
130,0,2
131,2,1
132,1,2
133,1,0
134,7,1
135,3,2
136,3,2
137,5,1
138,4,4
139,2,1
140,1,1
141,5,1
142,4,1
143,7,3
144,1,3
145,1,3
146,5,3
147,4,4
148,1,1
149,5,1
150,3,0
151,1,5
152,1,2
153,2,3
154,2,3
155,4,1
156,3,5
157,3,1
158,2,7
159,2,1
160,2,3
161,2,4
162,1,1
163,7,4
164,3,2
165,1,1
166,1,2
167,4,2
168,3,3
169,4,1
170,5,1
171,1,2
172,5,5
173,3,1
174,0,4
175,4,1
176,3,7
177,3,1
178,4,2
179,3,1
180,3,3
181,3,2
182,4,1
183,7,3
184,3,2
185,0,4
186,2,3
187,4,2
188,2,5
189,4,3
190,9,1
191,6,3
192,6,2
193,1,3
194,3,3
195,11,3
196,3,2
197,3,4
198,5,0
199,1,5
200,4,3
201,4,3
202,3,5
203,4,2
204,2,8
205,8,3
206,4,4
207,4,9
208,3,3
209,4,3
210,4,6
211,7,5
212,7,7
213,4,6
214,11,5
215,3,3
216,6,7
217,5,4
218,1,4
219,5,2
220,4,7
221,7,11
222,5,6
223,4,11
224,7,6
225,8,6
226,8,6
227,5,6
228,5,8
229,7,6
230,2,8
231,10,12
232,9,9
233,10,9
234,11,9
235,7,4
236,12,8
237,8,7
238,9,8
239,6,6
240,7,4
241,11,4
242,14,10
243,11,12
244,6,8
245,8,16
246,3,5
247,7,3
248,4,9
249,9,5
250,8,12
251,11,12
252,9,5
253,3,11
254,5,10
255,6,10
256,3,10
257,11,5
258,4,11
259,10,8
260,10,7
261,8,5
262,9,6
263,10,9
264,8,6
265,9,12
266,9,4
267,9,9
268,11,5
269,10,6
270,10,5
271,6,4
272,8,6
273,9,3
274,7,10
275,7,8
276,10,6
277,10,5
278,7,7
279,9,3
280,8,6
281,9,5
282,11,12
283,7,7
284,3,5
285,7,6
286,8,12
287,9,8
288,1,10
289,8,9
290,13,5
291,11,4
292,7,5
293,5,8
294,2,6
295,10,9
296,9,10
297,3,6
298,11,9
299,9,5
300,11,3
301,5,6
302,7,7
303,6,6
304,10,4
305,4,4
306,3,4
307,3,6
308,10,7
309,6,7
310,4,3
311,6,4
312,4,4
313,8,5
314,7,4
315,4,4
316,11,3
317,9,7
318,11,5
319,9,4
320,4,5
321,7,6
322,7,3
323,7,6
324,7,6
325,7,1
326,11,8
327,2,4
328,9,2
329,3,4
330,2,10
331,2,4
332,8,8
333,4,4
334,8,4
335,6,8
336,6,2
337,7,3
338,6,8
339,7,9
340,7,5
341,4,5
342,5,5
343,7,7
344,7,6
345,4,7
346,12,4
347,1,6
348,2,6
349,3,7
350,4,5
351,9,8
352,11,6
353,9,7
354,2,7
355,8,6
356,8,7
357,11,3
358,8,3
359,3,8
360,6,4
361,5,4
362,6,10
363,5,3
364,6,3
365,5,8
366,6,9
367,7,1
368,5,5
369,5,3
370,5,8
371,5,8
372,9,4
373,7,5
374,8,5
375,3,4
376,7,4
377,4,3
378,8,4
379,16,4
380,4,4
381,12,4
382,9,9
383,4,4
384,5,9
385,9,3
386,5,7
387,12,6
388,10,1
389,2,8
390,9,8
391,7,4
392,1,10
393,7,4
394,3,3
395,3,3
396,9,1
397,8,7
398,6,5
399,5,7
400,8,4
401,3,5
402,4,6
403,3,4
404,5,4
405,3,6
406,6,9
407,1,5
408,8,6
409,1,4
410,5,4
411,8,2
412,6,5
413,13,9
414,3,4
415,6,3
416,5,6
417,4,2
418,10,3
419,9,4
420,5,3
421,5,6
422,5,6
423,5,5
424,9,5
425,9,6
426,9,6
427,2,2
428,4,7
429,12,10
430,5,6
431,2,3
432,8,6
433,2,5
434,3,6
435,7,6
436,5,8
437,5,4
438,4,4
439,4,3
440,11,7
441,4,5
442,5,4
443,8,9
444,7,6
445,4,5
446,3,5
447,4,6
448,6,1
449,5,6
450,7,5
451,4,6
452,8,7
453,5,4
454,3,4
455,5,2
456,3,7
457,13,4
458,7,3
459,2,6
460,3,5
461,8,4
462,2,4
463,11,5
464,2,4
465,10,4
466,4,5
467,5,6
468,3,3
469,3,8
470,6,1
471,4,4
472,3,7
473,9,3
474,2,3
475,6,9
476,4,5
477,4,3
478,6,5
479,4,3
480,4,2
481,6,4
482,2,0
483,3,1
484,5,6
485,6,5
486,10,1
487,5,4
488,3,4
489,4,7
490,5,1
491,2,6
492,2,4
493,1,5
494,7,10
495,3,4
496,5,2
497,2,4
498,6,2
499,4,5
500,6,8
501,4,6
502,6,8
503,12,9
504,3,2
505,3,3
506,4,5
507,6,4
508,2,2
509,3,6
510,2,3
511,4,4
512,4,5
513,7,2
514,2,4
515,3,3
516,7,5
517,6,4
518,3,1
519,2,3
520,8,3
521,2,6
522,5,4
523,2,7
524,4,2
525,3,3
526,2,6
527,9,3
528,8,4
529,7,5
530,4,2
531,2,5
532,5,5
533,5,4
534,3,3
535,2,4
536,3,5
537,3,6
538,3,6
539,5,4
540,4,6
541,3,8
542,1,6
543,6,5
544,6,6
545,3,6
546,3,7
547,4,4
548,2,8
549,4,5
550,3,5
551,4,3
552,5,7
553,3,8
554,6,7
555,8,7
556,3,6
557,8,7
558,5,4
559,3,3
560,4,5
561,3,2
562,3,0
563,2,7
564,5,7
565,4,3
566,5,3
567,5,1
568,11,2
569,4,7
570,5,2
