n_1,compton,straight
571,2,2
572,4,3
573,2,3
574,2,4
575,7,5
576,4,3
577,4,6
578,4,6
579,4,0
580,5,2
581,3,3
582,4,4
583,7,5
584,5,4
585,8,3
586,5,8
587,5,1
588,4,5
589,4,4
590,4,4
591,3,5
592,4,4
593,5,6
594,5,4
595,2,0
596,2,4
597,6,5
598,5,4
599,6,2
600,6,6
601,3,6
602,6,4
603,5,5
604,4,4
605,2,7
606,3,2
607,2,5
608,2,3
609,6,3
610,9,3
611,5,5
612,6,1
613,5,2
614,5,3
615,1,3
616,3,2
617,2,4
618,3,1
619,1,7
620,8,3
621,4,3
622,4,5
623,2,4
624,4,3
625,2,5
626,2,6
627,1,2
628,5,4
629,3,0
630,3,5
631,4,0
632,3,2
633,6,2
634,3,5
635,2,6
636,1,2
637,2,4
638,3,2
639,6,6
640,3,3
641,7,5
642,5,8
643,2,7
644,2,3
645,4,2
646,4,1
647,5,2
648,3,2
649,9,3
650,2,3
651,3,2
652,4,2
653,6,6
654,3,2
655,3,3
656,8,1
657,4,2
658,3,3
659,1,5
660,5,2
661,6,1
662,7,3
663,8,3
664,3,2
665,4,4
666,3,2
667,0,2
668,7,1
669,3,0
670,2,5
671,7,5
672,8,4
673,9,2
674,3,1
675,7,4
676,2,8
677,4,4
678,5,6
679,5,4
680,3,1
681,1,2
682,2,3
683,8,2
684,8,5
685,7,2
686,4,3
687,3,1
688,6,3
689,3,2
690,3,1
691,5,6
692,5,4
693,2,3
694,7,3
695,6,2
696,3,4
697,8,5
698,0,1
699,6,3
700,6,1
701,3,2
702,1,2
703,5,3
704,5,3
705,5,3
706,3,3
707,3,2
708,6,2
709,3,1
710,3,5
711,4,1
712,6,7
713,6,1
714,3,5
715,4,5
716,8,3
717,6,3
718,7,3
719,2,1
720,6,5
721,7,4
722,2,3
723,3,4
724,7,7
725,4,2
726,1,4
727,5,2
728,11,4
729,3,2
730,4,3
731,2,5
732,5,4
733,3,1
734,5,3
735,4,6
736,6,1
737,2,1
738,5,4
739,4,2
740,2,0
741,4,2
742,2,0
743,3,3
744,5,2
745,4,4
746,4,3
747,4,4
748,3,2
749,4,3
750,3,0
751,5,1
752,5,2
753,4,1
754,8,3
755,6,3
756,6,2
757,2,3
758,5,7
759,7,4
760,2,7
761,0,0
762,3,1
763,3,0
764,9,4
765,6,0
766,6,2
767,5,0
768,7,3
769,6,2
770,5,0
771,7,1
772,6,4
773,4,1
774,8,2
775,4,1
776,3,0
777,3,2
778,4,4
779,4,2
780,4,4
781,5,3
782,2,3
783,3,4
784,3,6
785,3,2
786,4,1
787,4,2
788,7,5
789,7,2
790,2,0
791,3,0
792,5,4
793,4,0
794,5,3
795,1,2
796,6,2
797,3,3
798,5,3
799,1,4
800,1,0
801,5,2
802,5,1
803,4,2
804,5,0
805,3,1
806,2,1
807,1,3
808,4,4
809,5,1
810,2,1
811,3,5
812,3,1
813,2,2
814,3,2
815,4,2
816,6,0
817,1,0
818,3,2
819,1,1
820,4,0
821,3,0
822,6,0
823,4,2
824,1,1
825,3,5
826,2,2
827,2,2
828,2,1
829,2,1
830,6,0
831,2,3
832,4,1
833,1,1
834,4,1
835,2,5
836,3,0
837,0,3
838,1,3
839,6,1
840,3,0
841,2,2
842,2,3
843,4,3
844,2,1
845,4,2
846,4,1
847,2,4
848,1,4
849,5,3
850,2,1
851,2,1
852,3,2
853,1,2
854,1,0
855,5,0
856,1,1
857,4,1
858,1,1
859,1,3
860,2,5
861,1,2
862,0,2
863,2,3
864,0,3
865,1,1
866,0,2
867,1,3
868,2,2
869,1,1
870,2,1
871,2,2
872,2,2
873,0,2
874,3,2
875,1,3
876,2,0
877,1,2
878,2,0
879,2,1
880,3,2
881,1,1
882,2,1
883,1,2
884,4,1
885,1,2
886,0,3
887,3,4
888,0,3
889,3,1
890,3,2
891,2,1
892,5,1
893,0,3
894,0,1
895,1,2
896,1,1
897,2,3
898,3,1
899,3,5
900,2,6
901,2,2
902,0,4
903,5,0
904,5,2
905,3,1
906,2,2
907,2,2
908,1,0
909,1,0
910,2,2
911,1,0
912,0,2
913,2,1
914,2,0
915,3,3
916,3,4
917,2,3
918,4,3
919,3,4
920,2,1
921,1,0
922,1,0
923,1,5
924,3,1
925,1,0
926,4,1
927,3,0
928,0,1
929,1,2
930,3,5
931,3,0
932,0,0
933,1,1
934,0,1
935,4,1
936,0,2
937,4,3
938,3,1
939,0,2
940,0,0
941,2,1
942,1,0
943,1,1
944,3,0
945,0,0
946,1,0
947,2,3
948,1,0
949,0,0
950,0,4
951,0,3
952,2,0
953,2,2
954,4,0
955,1,0
956,4,1
957,0,2
958,1,2
959,1,1
960,1,1
961,2,3
962,1,2
963,2,0
964,1,1
965,1,2
966,0,2
967,1,1
968,2,0
969,1,0
970,2,1
971,1,1
972,1,0
973,3,3
974,3,0
975,1,2
976,0,2
977,4,0
978,1,1
979,2,2
980,1,1
981,2,1
982,2,4
983,1,5
984,0,2
985,2,0
986,0,2
987,1,0
988,1,2
989,2,2
990,1,1
991,1,2
992,1,2
993,1,0
994,3,0
995,1,3
996,1,1
997,3,3
998,2,1
999,1,0
1000,0,1
1001,3,1
1002,3,1
1003,1,0
1004,1,2
1005,2,1
1006,2,2
1007,2,0
1008,2,1
1009,6,1
1010,3,3
1011,1,2
1012,1,1
1013,1,2
1014,1,1
1015,1,1
1016,2,1
1017,1,2
1018,2,1
1019,2,1
1020,2,1
1021,2,2
1022,1,0
1023,0,2
1024,0,1
1025,2,2
1026,1,0
1027,3,1
1028,1,0
1029,1,0
1030,2,1
1031,1,2
1032,3,2
1033,2,1
1034,2,2
1035,3,2
1036,0,2
1037,1,1
1038,2,0
1039,3,0
1040,1,3
1041,4,1
1042,1,2
1043,1,4
1044,1,0
1045,2,3
1046,2,1
1047,0,0
1048,2,3
1049,1,2
1050,1,1
1051,1,1
1052,1,0
1053,1,1
1054,0,1
1055,0,2
1056,2,1
1057,1,0
1058,1,1
1059,1,0
1060,2,2
1061,2,2
1062,0,3
1063,3,1
1064,0,1
1065,2,0
1066,0,1
1067,3,2
1068,0,2
1069,0,0
1070,1,1
1071,2,0
1072,3,3
1073,0,2
1074,3,2
1075,2,2
1076,1,0
1077,2,1
1078,1,3
1079,4,0
1080,1,1
1081,1,1
1082,1,2
1083,2,1
1084,2,4
1085,2,3
1086,0,1
1087,0,2
1088,1,1
1089,0,1
1090,0,1
1091,2,2
1092,2,1
1093,1,1
1094,1,3
1095,3,0
1096,1,1
1097,1,0
1098,2,1
1099,2,0
1100,1,1
1101,2,2
1102,0,0
1103,1,1
1104,1,1
1105,2,0
1106,0,2
1107,0,0
1108,2,0
1109,2,0
1110,1,1
1111,0,1
1112,0,2
1113,2,1
1114,1,1
1115,0,1
1116,1,0
1117,0,0
1118,1,1
1119,0,2
1120,1,2
1121,0,0
1122,1,0
1123,1,2
1124,2,2
1125,1,0
1126,1,1
1127,3,1
1128,0,1
1129,1,1
1130,0,1
1131,1,1
1132,2,1
1133,2,2
1134,0,1
1135,0,1
1136,1,0
1137,1,0
1138,1,1
1139,0,1
1140,1,0
1141,1,0
1142,2,2
1143,0,1
1144,1,1
1145,1,0
1146,0,0
1147,4,1
1148,0,0
1149,3,2
1150,0,1
1151,1,2
1152,0,1
1153,2,0
1154,2,3
1155,3,0
1156,0,0
1157,1,1
1158,0,0
1159,2,0
1160,1,1
1161,2,1
1162,1,0
1163,2,1
1164,2,3
1165,0,0
1166,1,0
1167,0,0
1168,0,0
1169,1,0
1170,1,4
1171,1,1
1172,0,0
1173,1,1
1174,1,0
1175,3,2
1176,0,0
1177,2,0
1178,1,0
1179,1,1
1180,1,2
1181,2,1
1182,0,2
1183,3,1
1184,3,0
1185,0,0
1186,2,1
1187,0,0
1188,1,0
1189,2,0
1190,1,3
1191,1,0
1192,3,0
1193,0,2
1194,1,1
1195,0,1
1196,3,1
1197,0,0
1198,0,0
1199,1,1
1200,0,1
1201,1,1
1202,0,2
1203,1,1
1204,1,3
1205,1,2
1206,0,3
1207,1,1
1208,1,2
1209,0,0
1210,2,0
1211,0,0
1212,0,0
1213,3,3
1214,0,1
1215,1,1
1216,3,1
1217,0,1
1218,2,0
1219,1,1
1220,1,1
1221,0,2
1222,3,1
1223,2,0
1224,2,1
1225,0,0
1226,1,3
1227,0,2
1228,0,0
1229,0,1
1230,1,1
1231,1,1
1232,4,0
1233,1,1
1234,1,1
1235,1,1
1236,0,1
1237,3,0
1238,1,3
1239,1,0
1240,2,3
1241,0,2
1242,1,0
1243,0,0
1244,2,0
1245,0,2
1246,2,1
1247,0,4
1248,2,0
1249,3,0
1250,2,2
1251,0,1
1252,0,0
1253,3,1
1254,1,1
1255,2,0
1256,1,0
1257,0,0
1258,1,0
1259,0,1
1260,3,0
1261,1,0
1262,0,1
1263,0,1
1264,0,1
1265,0,0
1266,2,1
1267,3,2
1268,1,0
1269,4,0
1270,0,0
1271,1,2
1272,1,0
1273,1,1
1274,3,2
1275,3,3
1276,1,3
1277,1,1
1278,1,0
1279,2,1
1280,2,2
1281,0,1
1282,2,1
1283,0,1
1284,0,1
1285,0,1
1286,2,0
1287,0,0
1288,0,0
1289,0,0
1290,1,2
1291,0,0
1292,2,2
1293,1,1
1294,1,1
1295,3,2
1296,0,1
1297,1,2
1298,0,1
1299,3,0
1300,0,1
1301,0,2
1302,2,1
1303,3,0
1304,0,1
1305,0,2
1306,0,1
1307,0,1
1308,1,1
1309,1,2
1310,2,1
1311,0,0
1312,0,0
1313,4,2
1314,1,0
1315,0,0
1316,1,0
1317,0,1
1318,1,2
1319,0,1
1320,0,1
1321,2,2
1322,0,1
1323,1,1
1324,0,1
1325,2,0
1326,0,0
1327,1,1
1328,2,1
1329,0,1
1330,2,0
1331,1,2
1332,0,0
1333,1,0
1334,0,1
1335,2,1
1336,0,0
1337,1,0
1338,1,0
1339,2,2
1340,0,3
1341,0,0
1342,0,0
1343,0,0
1344,0,1
1345,1,0
1346,2,0
1347,1,2
1348,0,0
1349,2,0
1350,1,2
1351,2,2
1352,0,0
1353,1,1
1354,1,2
1355,2,1
1356,1,2
1357,2,1
1358,1,1
1359,1,0
1360,0,0
1361,1,1
1362,1,4
1363,1,1
1364,2,3
1365,0,1
1366,0,0
1367,2,0
1368,2,0
1369,0,1
1370,1,0
1371,0,1
1372,0,1
1373,3,1
1374,0,0
1375,2,0
1376,1,1
1377,0,0
1378,1,4
1379,0,1
1380,2,2
1381,0,3
1382,0,1
1383,1,0
1384,1,0
1385,2,0
1386,0,1
1387,1,1
1388,0,0
1389,3,1
1390,3,0
1391,0,1
1392,2,1
1393,0,0
1394,2,2
1395,1,1
1396,2,2
1397,1,0
1398,0,0
1399,3,0
1400,1,1
1401,2,2
1402,1,2
1403,2,2
1404,2,2
1405,1,2
1406,0,1
1407,1,1
1408,0,0
1409,0,1
1410,0,1
1411,0,0
1412,1,1
1413,1,2
1414,1,1
1415,1,1
1416,0,1
1417,1,0
1418,0,1
1419,0,1
1420,2,1
1421,2,0
1422,1,1
1423,0,0
1424,1,0
1425,2,1
1426,0,4
1427,0,0
1428,3,1
1429,0,0
1430,1,1
1431,1,3
1432,1,0
1433,0,0
1434,1,0
1435,0,0
1436,0,0
1437,2,0
1438,1,0
1439,0,1
1440,0,1
1441,1,2
1442,3,0
1443,0,2
1444,1,3
1445,0,0
1446,0,1
1447,0,0
1448,1,1
1449,0,1
1450,0,2
1451,1,0
1452,0,2
1453,0,1
1454,2,0
1455,0,3
1456,0,1
1457,1,1
1458,1,1
1459,1,0
1460,0,0
1461,1,1
1462,3,0
1463,1,2
1464,1,1
1465,0,2
1466,0,1
1467,1,0
1468,1,1
1469,0,0
1470,0,4
1471,2,1
1472,1,2
1473,0,1
1474,0,0
1475,2,1
1476,2,0
1477,0,2
1478,2,3
1479,1,1
1480,1,2
1481,0,1
1482,4,0
1483,2,0
1484,1,3
1485,3,1
1486,0,0
1487,0,2
1488,0,1
1489,0,1
1490,1,3
1491,0,0
1492,0,0
1493,2,1
1494,1,1
1495,2,0
1496,0,0
1497,0,1
1498,0,2
1499,1,1
1500,1,0
1501,0,3
1502,1,1
1503,0,2
1504,0,0
1505,0,1
1506,0,1
1507,1,3
1508,0,1
1509,1,0
1510,1,2
1511,0,0
1512,0,1
1513,0,0
1514,0,0
1515,0,2
1516,0,0
1517,1,0
1518,0,0
1519,1,2
1520,0,0
1521,2,1
1522,0,1
1523,0,1
1524,0,0
1525,1,2
1526,3,1
1527,1,1
1528,2,0
1529,0,2
1530,0,2
1531,1,1
1532,2,0
1533,1,1
1534,0,1
1535,1,0
1536,1,0
1537,0,1
1538,0,3
1539,0,1
1540,1,0
1541,1,0
1542,0,0
1543,1,0
1544,0,0
1545,0,0
1546,2,1
1547,1,0
1548,0,0
1549,2,0
1550,1,1
1551,0,1
1552,0,0
1553,0,0
1554,0,1
1555,1,1
1556,0,0
1557,0,1
1558,0,0
1559,0,1
1560,1,0
1561,1,0
1562,1,1
1563,0,2
1564,0,1
1565,0,1
1566,3,3
1567,3,0
1568,0,0
1569,0,0
1570,0,0
1571,0,0
1572,0,0
1573,0,2
1574,1,1
1575,0,3
1576,0,2
1577,1,2
1578,0,0
1579,0,2
1580,0,1
1581,1,0
1582,3,0
1583,0,2
1584,0,0
1585,2,0
1586,2,1
1587,0,1
1588,1,0
1589,0,0
1590,2,1
1591,0,1
1592,0,0
1593,0,0
1594,0,0
1595,2,0
1596,1,0
1597,1,1
1598,0,2
1599,2,2
1600,0,0
1601,1,0
1602,0,1
1603,0,0
1604,1,0
1605,0,1
1606,1,3
1607,1,2
1608,2,1
1609,2,1
1610,0,2
1611,0,1
1612,0,0
1613,2,0
1614,1,1
1615,0,2
1616,0,0
1617,0,3
1618,2,0
1619,1,0
1620,0,0
1621,1,0
1622,2,0
1623,2,0
1624,1,0
1625,0,0
1626,0,0
1627,1,1
1628,2,2
1629,2,0
1630,0,3
1631,0,0
1632,2,2
1633,0,0
1634,0,0
1635,0,2
1636,1,0
1637,0,0
1638,1,0
1639,1,0
1640,0,0
1641,2,0
1642,0,0
1643,0,1
1644,0,1
1645,0,1
1646,0,1
1647,2,1
1648,1,0
1649,0,1
1650,1,1
1651,0,1
1652,1,0
1653,2,0
1654,1,1
1655,0,0
1656,1,0
1657,2,0
1658,0,0
1659,1,4
1660,0,0
1661,1,1
1662,1,0
1663,0,1
1664,0,0
1665,1,1
1666,0,0
1667,2,1
1668,0,2
1669,0,1
1670,0,2
1671,0,0
1672,0,0
1673,3,0
1674,1,1
1675,0,0
1676,1,1
1677,0,0
1678,2,3
1679,1,0
1680,0,1
1681,3,1
1682,1,0
1683,1,1
1684,1,0
1685,0,0
1686,0,0
1687,0,1
1688,1,0
1689,1,0
1690,2,2
1691,1,0
1692,0,1
1693,0,0
1694,2,2
1695,0,1
1696,1,0
1697,0,1
1698,0,0
1699,2,0
1700,1,1
1701,0,0
1702,0,2
1703,0,0
1704,1,0
1705,0,0
1706,2,0
1707,0,0
1708,0,1
1709,0,0
1710,0,0
1711,1,0
1712,1,0
1713,1,0
1714,0,2
1715,1,1
1716,0,1
1717,0,2
1718,1,0
1719,0,0
1720,1,0
1721,0,3
1722,1,2
1723,0,2
1724,1,0
1725,1,1
1726,0,0
1727,0,0
1728,2,0
1729,0,0
1730,1,0
1731,0,0
1732,0,0
1733,2,1
1734,0,1
1735,1,0
1736,1,0
1737,2,0
1738,0,0
1739,1,0
1740,2,0
1741,2,0
1742,0,0
1743,0,1
1744,1,1
1745,0,0
1746,0,0
1747,0,0
1748,0,1
1749,1,0
1750,2,1
1751,0,2
1752,1,0
1753,0,1
1754,0,1
1755,0,1
1756,0,0
1757,2,0
1758,0,0
1759,1,0
1760,3,2
1761,0,0
1762,2,1
1763,0,2
1764,1,2
1765,2,0
1766,0,1
1767,0,0
1768,2,1
1769,1,0
1770,0,0
1771,2,1
1772,0,0
1773,0,1
1774,1,0
1775,0,0
1776,1,1
1777,1,0
1778,1,0
1779,0,0
1780,1,0
1781,1,0
1782,2,1
1783,0,2
1784,1,0
1785,1,0
1786,1,2
1787,1,2
1788,0,0
1789,2,0
1790,2,0
1791,0,1
1792,3,0
1793,0,1
1794,1,1
1795,0,0
1796,1,0
1797,0,3
1798,3,1
1799,1,0
1800,0,0
1801,1,1
1802,1,0
1803,0,0
1804,2,2
1805,2,0
1806,2,0
1807,0,0
1808,1,0
1809,1,0
1810,1,1
1811,0,0
1812,1,2
1813,3,0
1814,1,0
1815,1,1
1816,1,1
1817,2,1
1818,0,0
1819,0,0
1820,1,1
1821,1,1
1822,1,0
1823,0,0
1824,0,0
1825,1,0
1826,0,0
1827,0,0
1828,1,0
1829,0,0
1830,1,0
1831,1,1
1832,1,2
1833,1,1
1834,1,1
1835,0,1
1836,1,0
1837,0,0
1838,1,1
1839,1,0
1840,1,1
1841,1,0
1842,0,1
1843,1,0
1844,0,1
1845,2,0
1846,0,0
1847,3,0
1848,0,0
1849,0,1
1850,0,0
1851,1,0
1852,0,0
1853,0,1
1854,0,1
1855,0,0
1856,1,0
1857,1,0
1858,0,1
1859,0,3
1860,0,0
1861,1,1
1862,0,0
1863,0,0
1864,0,1
1865,0,2
1866,1,1
1867,2,0
1868,2,1
1869,2,0
1870,0,1
1871,0,1
1872,0,1
1873,1,0
1874,0,0
1875,0,0
1876,0,0
1877,2,0
1878,0,1
1879,0,0
1880,0,1
1881,1,0
1882,2,0
1883,1,0
1884,1,0
1885,0,1
1886,0,0
1887,0,1
1888,0,0
1889,0,1
1890,0,0
1891,0,0
1892,1,0
1893,0,0
1894,2,0
1895,0,0
1896,1,0
1897,1,0
1898,3,0
1899,0,1
1900,0,0
1901,2,0
1902,0,1
1903,0,0
1904,0,1
1905,0,0
1906,0,1
1907,0,0
1908,0,1
1909,0,0
1910,1,0
1911,1,1
1912,1,1
1913,0,1
1914,0,0
1915,2,0
1916,0,1
1917,0,0
1918,0,0
1919,1,0
1920,1,1
1921,0,0
1922,1,0
1923,2,1
1924,0,0
1925,0,0
1926,1,0
1927,0,0
1928,1,0
1929,0,1
1930,0,1
1931,0,0
1932,1,0
1933,1,1
1934,1,0
1935,0,0
1936,2,1
1937,0,1
1938,2,0
1939,0,0
1940,0,0
1941,0,0
1942,2,0
1943,3,0
1944,0,1
1945,1,0
1946,0,0
1947,0,0
1948,1,1
1949,0,1
1950,1,0
1951,0,0
1952,0,0
1953,0,0
1954,2,0
1955,0,2
1956,0,1
1957,0,0
1958,1,0
1959,0,0
1960,0,1
1961,0,0
1962,2,0
1963,1,0
1964,0,1
1965,0,0
1966,1,0
1967,1,0
1968,0,0
1969,1,0
1970,0,0
1971,0,0
1972,0,2
1973,0,0
1974,0,0
1975,1,0
1976,0,0
1977,0,0
1978,0,1
1979,0,1
1980,1,1
1981,0,0
1982,0,0
1983,0,0
1984,0,1
1985,1,0
1986,0,0
1987,0,1
1988,0,0
1989,0,1
1990,0,1
1991,1,1
1992,0,0
1993,1,0
1994,0,0
1995,1,0
1996,0,0
1997,0,0
1998,0,1
1999,1,1
2000,1,1
2001,0,0
2002,0,0
2003,0,1
2004,0,0
2005,0,1
2006,0,2
2007,0,1
2008,0,0
2009,0,1
2010,0,0
2011,0,0
2012,1,0
2013,0,0
2014,2,0
2015,0,2
2016,0,1
2017,1,1
2018,2,3
2019,1,2
2020,0,0
2021,1,1
2022,0,0
2023,0,1
2024,1,0
2025,1,1
2026,0,1
2027,1,1
2028,1,0
2029,0,0
2030,0,0
2031,2,0
2032,0,0
2033,1,0
2034,0,0
2035,1,0
2036,0,0
2037,0,1
2038,1,2
2039,1,0
2040,0,1
2041,0,0
2042,0,0
2043,0,0
2044,1,1
2045,0,0
2046,1,0
2047,31,31
