n_1,compton,straight
571,4,1
572,4,1
573,5,2
574,4,2
575,2,3
576,4,4
577,5,2
578,8,4
579,4,4
580,4,2
581,3,3
582,8,7
583,4,6
584,3,6
585,1,7
586,4,2
587,2,6
588,6,7
589,1,3
590,12,6
591,5,8
592,4,1
593,3,7
594,6,6
595,3,5
596,5,5
597,4,1
598,4,5
599,1,1
600,5,3
601,4,4
602,3,6
603,2,6
604,11,3
605,3,1
606,5,3
607,5,5
608,7,4
609,3,2
610,4,3
611,1,1
612,1,4
613,4,1
614,3,3
615,7,5
616,4,6
617,3,4
618,6,1
619,8,1
620,5,5
621,2,4
622,2,5
623,1,5
624,9,2
625,5,5
626,6,3
627,3,3
628,10,7
629,4,3
630,2,3
631,8,7
632,4,3
633,3,1
634,6,4
635,5,1
636,5,2
637,4,2
638,4,4
639,2,1
640,3,4
641,3,4
642,5,3
643,7,5
644,6,4
645,4,2
646,3,2
647,5,1
648,3,5
649,8,4
650,5,6
651,4,2
652,9,5
653,6,1
654,6,3
655,4,4
656,3,3
657,5,1
658,2,3
659,0,4
660,2,3
661,3,4
662,2,2
663,4,3
664,2,2
665,4,3
666,5,2
667,7,5
668,5,4
669,5,1
670,0,4
671,2,8
672,3,3
673,6,2
674,7,6
675,5,5
676,5,1
677,4,1
678,7,4
679,6,4
680,3,5
681,0,4
682,5,2
683,4,2
684,3,5
685,3,0
686,5,3
687,3,4
688,6,4
689,3,5
690,2,7
691,5,4
692,5,5
693,2,2
694,5,4
695,4,2
696,3,6
697,5,5
698,3,0
699,5,2
700,1,3
701,2,2
702,3,5
703,3,0
704,4,3
705,2,2
706,2,2
707,3,3
708,2,1
709,3,0
710,2,4
711,5,0
712,4,2
713,5,3
714,5,2
715,0,3
716,2,1
717,5,1
718,6,3
719,3,4
720,3,1
721,9,2
722,5,0
723,3,4
724,2,1
725,4,1
726,4,3
727,7,2
728,1,7
729,4,3
730,3,1
731,6,3
732,3,2
733,5,3
734,4,5
735,3,2
736,2,1
737,6,3
738,5,3
739,3,2
740,6,4
741,1,5
742,2,7
743,0,0
744,4,1
745,3,3
746,3,1
747,4,3
748,4,3
749,4,1
750,4,2
751,2,1
752,4,0
753,2,2
754,2,0
755,2,7
756,2,3
757,3,1
758,2,2
759,6,2
760,3,1
761,3,1
762,2,2
763,4,3
764,0,4
765,1,1
766,5,0
767,3,2
768,5,1
769,3,2
770,2,2
771,3,3
772,4,2
773,3,6
774,2,1
775,5,1
776,2,2
777,4,4
778,2,3
779,6,5
780,2,3
781,1,0
782,2,0
783,6,7
784,3,1
785,3,0
786,1,1
787,5,1
788,3,2
789,4,0
790,5,5
791,1,3
792,1,2
793,2,3
794,2,3
795,5,0
796,5,5
797,4,2
798,5,2
799,5,3
800,4,0
801,3,1
802,4,2
803,3,4
804,5,2
805,5,3
806,5,2
807,3,0
808,1,6
809,1,2
810,3,1
811,0,3
812,3,4
813,1,2
814,5,2
815,0,1
816,0,0
817,4,2
818,4,0
819,3,0
820,3,1
821,1,6
822,0,1
823,2,1
824,3,2
825,5,0
826,1,1
827,1,0
828,5,4
829,3,2
830,1,3
831,1,3
832,3,1
833,3,2
834,1,4
835,3,1
836,1,3
837,2,1
838,3,2
839,1,0
840,1,2
841,2,4
842,2,0
843,2,2
844,5,5
845,4,1
846,0,4
847,1,0
848,2,2
849,1,7
850,1,2
851,5,3
852,2,0
853,1,2
854,0,0
855,4,2
856,3,3
857,3,3
858,4,1
859,1,2
860,4,3
861,6,2
862,1,3
863,2,2
864,2,3
865,1,4
866,1,6
867,4,2
868,2,1
869,2,1
870,2,4
871,6,2
872,0,1
873,0,2
874,2,2
875,2,2
876,3,1
877,1,3
878,1,2
879,5,0
880,0,2
881,3,3
882,4,2
883,3,5
884,3,2
885,2,2
886,0,2
887,2,2
888,2,1
889,4,3
890,2,1
891,2,0
892,2,3
893,0,1
894,1,1
895,2,3
896,0,3
897,5,1
898,1,3
899,0,2
900,2,0
901,3,2
902,3,2
903,2,2
904,2,2
905,1,2
906,0,2
907,4,1
908,2,4
909,1,1
910,0,0
911,2,2
912,2,2
913,1,3
914,0,1
915,0,2
916,4,1
917,3,1
918,3,3
919,2,4
920,1,1
921,2,4
922,4,2
923,2,5
924,3,1
925,1,4
926,2,2
927,3,6
928,4,3
929,1,3
930,2,2
931,2,2
932,4,1
933,1,2
934,4,3
935,2,2
936,4,6
937,0,2
938,3,2
939,4,1
940,3,1
941,2,2
942,3,3
943,2,3
944,0,1
945,2,2
946,1,0
947,1,1
948,3,3
949,4,0
950,2,3
951,2,1
952,3,3
953,4,3
954,4,1
955,1,3
956,4,4
957,4,3
958,3,3
959,2,3
960,1,2
961,2,6
962,0,4
963,4,3
964,4,3
965,0,2
966,2,0
967,3,0
968,3,1
969,0,0
970,1,2
971,4,2
972,3,3
973,1,2
974,2,3
975,4,1
976,3,4
977,2,4
978,2,3
979,3,1
980,3,1
981,4,1
982,1,2
983,4,4
984,2,3
985,0,4
986,4,1
987,2,2
988,3,3
989,0,3
990,3,3
991,3,4
992,3,2
993,0,3
994,3,4
995,3,1
996,5,1
997,0,4
998,2,1
999,2,0
1000,5,5
1001,3,0
1002,1,1
1003,1,6
1004,4,2
1005,0,4
1006,1,1
1007,0,3
1008,1,2
1009,0,0
1010,0,3
1011,5,3
1012,5,2
1013,1,2
1014,2,0
1015,2,2
1016,3,1
1017,2,2
1018,0,1
1019,0,2
1020,0,6
1021,1,1
1022,1,1
1023,1,4
1024,1,0
1025,4,1
1026,2,2
1027,0,1
1028,2,2
1029,1,1
1030,2,1
1031,0,1
1032,0,3
1033,1,2
1034,1,4
1035,1,3
1036,1,1
1037,4,0
1038,3,6
1039,2,3
1040,1,0
1041,3,2
1042,3,1
1043,2,0
1044,1,0
1045,2,1
1046,2,1
1047,2,1
1048,1,1
1049,1,1
1050,2,4
1051,1,0
1052,4,2
1053,3,3
1054,2,2
1055,1,2
1056,0,6
1057,2,3
1058,2,1
1059,2,1
1060,4,0
1061,0,0
1062,2,3
1063,5,2
1064,1,2
1065,1,3
1066,4,1
1067,5,2
1068,2,2
1069,0,2
1070,4,0
1071,0,0
1072,1,2
1073,0,2
1074,3,3
1075,2,1
1076,2,0
1077,3,2
1078,2,2
1079,1,2
1080,0,2
1081,1,0
1082,4,1
1083,0,3
1084,1,0
1085,2,1
1086,1,0
1087,1,1
1088,0,1
1089,2,0
1090,4,3
1091,2,1
1092,1,1
1093,3,1
1094,4,1
1095,0,0
1096,5,1
1097,2,1
1098,2,1
1099,2,1
1100,3,3
1101,2,3
1102,3,2
1103,1,0
1104,4,0
1105,3,2
1106,2,1
1107,2,0
1108,1,4
1109,0,0
1110,3,1
1111,1,0
1112,3,1
1113,1,2
1114,2,1
1115,2,1
1116,0,1
1117,1,2
1118,1,2
1119,3,2
1120,0,5
1121,2,1
1122,4,3
1123,3,1
1124,3,0
1125,0,1
1126,1,2
1127,4,3
1128,1,2
1129,1,0
1130,3,2
1131,4,5
1132,0,2
1133,2,1
1134,0,0
1135,5,1
1136,3,1
1137,0,1
1138,2,2
1139,2,2
1140,3,1
1141,1,2
1142,3,2
1143,4,3
1144,2,1
1145,4,1
1146,0,2
1147,3,1
1148,2,0
1149,5,2
1150,2,0
1151,4,0
1152,2,2
1153,3,3
1154,1,0
1155,7,0
1156,2,0
1157,0,1
1158,2,1
1159,3,1
1160,1,1
1161,0,0
1162,0,3
1163,4,2
1164,2,0
1165,3,4
1166,1,0
1167,2,1
1168,3,2
1169,1,2
1170,5,1
1171,4,3
1172,2,2
1173,3,2
1174,6,3
1175,5,3
1176,3,0
1177,2,1
1178,6,1
1179,5,2
1180,8,1
1181,2,0
1182,3,2
1183,1,2
1184,4,1
1185,2,2
1186,2,2
1187,0,0
1188,3,0
1189,2,2
1190,2,2
1191,0,3
1192,4,2
1193,4,0
1194,3,0
1195,3,0
1196,5,0
1197,1,1
1198,5,2
1199,6,2
1200,2,0
1201,1,1
1202,4,0
1203,2,0
1204,1,0
1205,3,0
1206,3,2
1207,4,0
1208,4,0
1209,3,0
1210,5,2
1211,3,0
1212,4,2
1213,3,1
1214,6,0
1215,2,1
1216,2,1
1217,5,1
1218,2,1
1219,6,1
1220,1,3
1221,2,0
1222,6,1
1223,0,1
1224,3,1
1225,1,4
1226,2,1
1227,4,3
1228,4,3
1229,5,0
1230,3,1
1231,3,1
1232,3,0
1233,4,1
1234,8,2
1235,4,0
1236,3,0
1237,5,2
1238,2,1
1239,2,3
1240,5,0
1241,1,0
1242,7,0
1243,5,3
1244,2,1
1245,4,1
1246,0,2
1247,1,1
1248,4,1
1249,4,1
1250,5,0
1251,4,1
1252,1,2
1253,2,1
1254,2,0
1255,3,0
1256,3,0
1257,3,0
1258,2,1
1259,0,3
1260,7,0
1261,5,1
1262,3,1
1263,1,0
1264,3,1
1265,5,2
1266,8,1
1267,2,1
1268,4,0
1269,8,1
1270,4,1
1271,0,0
1272,3,3
1273,5,0
1274,3,0
1275,3,1
1276,3,3
1277,2,5
1278,2,0
1279,4,2
1280,2,0
1281,3,0
1282,4,1
1283,2,1
1284,2,1
1285,2,2
1286,2,1
1287,5,1
1288,4,0
1289,4,1
1290,3,2
1291,1,0
1292,4,1
1293,1,1
1294,2,1
1295,6,2
1296,4,1
1297,3,2
1298,4,0
1299,2,2
1300,3,0
1301,2,0
1302,1,0
1303,3,1
1304,2,1
1305,4,1
1306,0,2
1307,3,2
1308,0,2
1309,2,1
1310,5,1
1311,1,0
1312,3,3
1313,2,2
1314,1,1
1315,1,1
1316,2,2
1317,5,0
1318,2,3
1319,4,2
1320,2,0
1321,3,1
1322,1,1
1323,1,3
1324,3,0
1325,1,1
1326,6,0
1327,1,2
1328,1,4
1329,2,1
1330,3,1
1331,4,2
1332,4,2
1333,4,1
1334,1,1
1335,4,1
1336,2,2
1337,1,1
1338,1,2
1339,5,2
1340,0,0
1341,3,0
1342,1,2
1343,2,0
1344,0,2
1345,1,0
1346,2,0
1347,2,1
1348,2,1
1349,2,2
1350,3,1
1351,6,1
1352,2,0
1353,1,0
1354,6,3
1355,1,2
1356,0,0
1357,5,1
1358,2,1
1359,2,1
1360,2,1
1361,2,2
1362,2,1
1363,1,3
1364,1,2
1365,1,0
1366,3,1
1367,0,1
1368,1,0
1369,3,1
1370,3,2
1371,0,1
1372,0,2
1373,2,1
1374,1,1
1375,3,0
1376,2,0
1377,3,1
1378,2,0
1379,1,2
1380,2,5
1381,2,0
1382,3,2
1383,1,1
1384,3,1
1385,4,3
1386,1,2
1387,1,0
1388,3,0
1389,2,1
1390,1,1
1391,2,4
1392,3,1
1393,2,2
1394,4,4
1395,1,2
1396,5,2
1397,3,2
1398,1,2
1399,2,1
1400,1,1
1401,1,2
1402,1,5
1403,3,1
1404,2,1
1405,3,1
1406,1,1
1407,2,2
1408,1,4
1409,3,0
1410,3,1
1411,1,1
1412,0,1
1413,1,1
1414,2,2
1415,2,2
1416,2,0
1417,1,2
1418,1,0
1419,1,1
1420,1,1
1421,0,1
1422,2,1
1423,0,0
1424,1,0
1425,3,1
1426,1,1
1427,1,2
1428,2,0
1429,4,2
1430,1,1
1431,2,3
1432,0,1
1433,2,1
1434,1,1
1435,2,1
1436,2,1
1437,5,3
1438,6,1
1439,0,1
1440,3,1
1441,1,1
1442,4,1
1443,4,4
1444,3,0
1445,2,1
1446,0,2
1447,3,0
1448,4,1
1449,1,3
1450,0,1
1451,0,1
1452,4,0
1453,3,1
1454,1,1
1455,1,1
1456,1,0
1457,0,2
1458,1,1
1459,3,1
1460,0,0
1461,2,3
1462,1,0
1463,1,1
1464,0,1
1465,1,0
1466,2,0
1467,1,2
1468,0,0
1469,0,0
1470,1,0
1471,0,1
1472,0,0
1473,1,2
1474,2,1
1475,1,1
1476,4,4
1477,4,1
1478,0,0
1479,0,2
1480,3,3
1481,2,0
1482,3,1
1483,0,2
1484,2,3
1485,2,0
1486,1,3
1487,1,3
1488,0,0
1489,2,4
1490,1,0
1491,1,1
1492,0,1
1493,3,0
1494,0,1
1495,2,2
1496,0,2
1497,1,2
1498,1,1
1499,4,0
1500,1,2
1501,0,0
1502,2,0
1503,0,1
1504,0,0
1505,1,1
1506,1,1
1507,4,0
1508,0,2
1509,1,0
1510,1,0
1511,1,2
1512,0,3
1513,1,0
1514,2,0
1515,1,0
1516,0,0
1517,1,2
1518,0,2
1519,1,1
1520,0,1
1521,0,1
1522,0,1
1523,2,2
1524,1,1
1525,2,0
1526,0,1
1527,2,2
1528,0,2
1529,2,1
1530,1,1
1531,0,2
1532,0,1
1533,1,1
1534,0,0
1535,3,1
1536,0,1
1537,1,0
1538,0,0
1539,2,0
1540,2,0
1541,2,0
1542,1,2
1543,0,0
1544,0,2
1545,2,1
1546,2,2
1547,0,0
1548,0,0
1549,0,0
1550,0,2
1551,0,0
1552,0,0
1553,2,1
1554,0,1
1555,1,0
1556,1,2
1557,0,1
1558,1,0
1559,0,2
1560,0,3
1561,0,1
1562,0,0
1563,2,0
1564,1,1
1565,0,0
1566,0,0
1567,2,2
1568,2,0
1569,0,0
1570,2,1
1571,0,0
1572,0,3
1573,0,2
1574,1,1
1575,1,0
1576,2,0
1577,0,0
1578,1,1
1579,1,0
1580,0,3
1581,1,1
1582,1,0
1583,0,0
1584,0,3
1585,3,2
1586,2,1
1587,2,0
1588,1,0
1589,0,1
1590,1,0
1591,2,0
1592,3,1
1593,0,0
1594,1,0
1595,2,1
1596,1,0
1597,0,0
1598,0,0
1599,0,1
1600,0,2
1601,3,0
1602,1,0
1603,2,0
1604,0,2
1605,0,0
1606,0,0
1607,0,1
1608,0,0
1609,0,1
1610,0,0
1611,0,1
1612,1,2
1613,3,1
1614,1,0
1615,0,0
1616,0,2
1617,0,0
1618,0,0
1619,0,0
1620,1,0
1621,1,3
1622,1,1
1623,2,0
1624,0,1
1625,0,1
1626,2,3
1627,1,0
1628,1,0
1629,1,1
1630,0,0
1631,0,0
1632,0,1
1633,0,1
1634,0,1
1635,0,0
1636,1,0
1637,0,0
1638,0,4
1639,0,1
1640,2,0
1641,1,0
1642,3,1
1643,0,2
1644,0,1
1645,1,1
1646,1,1
1647,2,1
1648,2,0
1649,2,1
1650,1,1
1651,2,0
1652,0,1
1653,0,1
1654,0,0
1655,1,1
1656,0,0
1657,0,1
1658,1,0
1659,0,0
1660,1,0
1661,1,0
1662,2,0
1663,3,1
1664,0,0
1665,0,0
1666,0,2
1667,0,0
1668,0,0
1669,0,0
1670,0,1
1671,1,1
1672,1,0
1673,2,0
1674,0,0
1675,0,0
1676,0,1
1677,1,0
1678,0,1
1679,0,0
1680,1,1
1681,0,1
1682,0,1
1683,1,0
1684,2,0
1685,0,0
1686,1,2
1687,2,2
1688,0,2
1689,0,0
1690,0,1
1691,2,1
1692,1,2
1693,0,3
1694,0,0
1695,1,0
1696,0,0
1697,0,1
1698,1,0
1699,0,0
1700,0,1
1701,2,0
1702,2,1
1703,0,3
1704,1,0
1705,0,1
1706,1,0
1707,1,2
1708,1,0
1709,2,0
1710,1,0
1711,0,1
1712,0,0
1713,1,0
1714,0,0
1715,0,2
1716,0,1
1717,1,2
1718,1,1
1719,1,1
1720,0,2
1721,3,1
1722,0,0
1723,1,1
1724,0,0
1725,2,2
1726,1,0
1727,2,2
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,1,1
1733,0,1
1734,1,1
1735,0,1
1736,1,1
1737,2,0
1738,0,0
1739,0,0
1740,1,1
1741,1,2
1742,0,0
1743,0,1
1744,0,0
1745,1,0
1746,0,0
1747,0,1
1748,0,1
1749,0,0
1750,0,0
1751,1,0
1752,0,2
1753,0,1
1754,0,0
1755,0,0
1756,0,1
1757,0,0
1758,0,0
1759,0,0
1760,0,0
1761,0,1
1762,1,0
1763,2,0
1764,0,0
1765,0,1
1766,1,1
1767,2,1
1768,0,0
1769,0,0
1770,0,2
1771,1,0
1772,2,0
1773,0,0
1774,1,1
1775,0,0
1776,0,0
1777,0,0
1778,1,0
1779,1,1
1780,0,1
1781,0,3
1782,1,0
1783,0,1
1784,0,0
1785,0,0
1786,0,1
1787,1,0
1788,0,0
1789,1,0
1790,1,0
1791,0,0
1792,0,0
1793,0,0
1794,0,1
1795,1,0
1796,1,0
1797,2,0
1798,0,2
1799,0,1
1800,0,1
1801,1,0
1802,1,0
1803,1,0
1804,0,1
1805,0,0
1806,0,1
1807,1,0
1808,3,1
1809,0,0
1810,0,1
1811,1,1
1812,1,0
1813,2,0
1814,1,0
1815,0,0
1816,0,1
1817,0,0
1818,0,0
1819,0,0
1820,1,0
1821,0,1
1822,1,1
1823,1,1
1824,1,0
1825,0,0
1826,1,0
1827,0,0
1828,2,1
1829,1,1
1830,0,0
1831,0,0
1832,1,0
1833,0,0
1834,0,0
1835,0,0
1836,1,0
1837,0,0
1838,1,0
1839,0,1
1840,1,0
1841,2,0
1842,0,0
1843,0,0
1844,1,0
1845,1,1
1846,2,0
1847,0,1
1848,0,0
1849,2,1
1850,0,0
1851,1,0
1852,2,0
1853,1,1
1854,0,0
1855,1,0
1856,1,0
1857,1,1
1858,2,2
1859,1,1
1860,1,0
1861,1,0
1862,0,0
1863,0,0
1864,0,1
1865,0,2
1866,1,0
1867,0,1
1868,0,1
1869,0,0
1870,2,0
1871,0,0
1872,1,0
1873,0,3
1874,0,1
1875,0,0
1876,0,0
1877,0,1
1878,0,0
1879,0,0
1880,2,2
1881,1,1
1882,0,0
1883,0,1
1884,0,0
1885,0,0
1886,0,1
1887,0,0
1888,0,0
1889,1,0
1890,2,1
1891,0,0
1892,0,0
1893,0,2
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,2
1899,0,0
1900,1,0
1901,0,1
1902,1,0
1903,0,0
1904,1,0
1905,1,0
1906,1,0
1907,1,1
1908,0,0
1909,0,0
1910,0,0
1911,0,1
1912,0,0
1913,1,0
1914,0,0
1915,0,0
1916,2,0
1917,0,0
1918,1,2
1919,0,1
1920,1,0
1921,0,0
1922,0,1
1923,1,0
1924,0,0
1925,0,0
1926,1,0
1927,0,2
1928,0,0
1929,1,0
1930,2,0
1931,0,1
1932,1,2
1933,2,0
1934,0,0
1935,2,0
1936,0,0
1937,0,0
1938,1,0
1939,0,0
1940,2,0
1941,0,1
1942,1,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,1,0
1950,1,1
1951,2,1
1952,0,0
1953,0,1
1954,1,2
1955,0,1
1956,0,1
1957,0,2
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,1,0
1964,0,0
1965,0,0
1966,0,0
1967,0,1
1968,0,1
1969,3,0
1970,1,0
1971,2,0
1972,2,0
1973,0,0
1974,0,0
1975,0,1
1976,0,0
1977,0,0
1978,1,1
1979,1,1
1980,0,2
1981,2,1
1982,2,0
1983,0,0
1984,0,0
1985,0,0
1986,1,0
1987,0,0
1988,0,1
1989,1,0
1990,1,0
1991,1,1
1992,0,2
1993,0,1
1994,1,0
1995,0,0
1996,1,0
1997,0,0
1998,2,0
1999,1,0
2000,0,0
2001,1,0
2002,0,0
2003,4,0
2004,0,0
2005,0,1
2006,0,1
2007,0,0
2008,0,0
2009,0,0
2010,1,0
2011,0,0
2012,0,0
2013,1,0
2014,2,0
2015,0,0
2016,0,0
2017,0,1
2018,1,0
2019,0,0
2020,0,0
2021,0,0
2022,0,1
2023,0,0
2024,0,2
2025,0,1
2026,0,0
2027,0,0
2028,0,0
2029,0,0
2030,1,0
2031,0,0
2032,0,0
2033,1,2
2034,0,0
2035,0,0
2036,0,1
2037,1,0
2038,0,0
2039,1,2
2040,0,1
2041,0,1
2042,0,0
2043,0,0
2044,1,0
2045,0,0
2046,0,0
2047,59,42
