n_1,compton,straight
571,5,6
572,4,6
573,1,2
574,7,4
575,4,5
576,7,3
577,5,1
578,4,7
579,4,8
580,6,4
581,3,10
582,4,7
583,5,5
584,4,3
585,1,6
586,1,2
587,1,7
588,2,6
589,3,8
590,3,2
591,3,3
592,6,1
593,1,8
594,4,7
595,4,2
596,4,3
597,3,6
598,4,4
599,7,5
600,4,7
601,2,6
602,4,5
603,3,4
604,5,7
605,6,5
606,6,7
607,3,5
608,5,8
609,2,3
610,5,6
611,2,3
612,4,5
613,5,6
614,4,6
615,4,5
616,10,7
617,4,7
618,7,5
619,5,4
620,5,3
621,2,6
622,6,2
623,2,6
624,1,5
625,5,6
626,4,8
627,7,4
628,6,4
629,2,5
630,5,3
631,2,4
632,3,6
633,2,2
634,2,4
635,4,4
636,4,7
637,0,3
638,2,4
639,4,4
640,6,6
641,6,1
642,5,3
643,2,2
644,6,6
645,6,1
646,4,2
647,1,1
648,4,3
649,4,6
650,6,4
651,7,4
652,5,7
653,4,4
654,2,5
655,2,6
656,6,4
657,5,8
658,4,6
659,3,11
660,4,11
661,2,2
662,5,5
663,3,5
664,5,2
665,3,3
666,2,2
667,5,5
668,1,5
669,4,5
670,6,6
671,2,6
672,6,6
673,3,8
674,7,6
675,5,5
676,4,7
677,3,8
678,2,3
679,2,9
680,0,4
681,7,3
682,3,5
683,5,2
684,5,6
685,5,5
686,6,7
687,4,6
688,8,5
689,2,6
690,6,3
691,2,0
692,4,1
693,4,2
694,6,7
695,5,5
696,6,7
697,7,5
698,3,4
699,1,4
700,4,9
701,6,4
702,3,1
703,3,5
704,5,3
705,3,3
706,3,7
707,1,5
708,2,4
709,5,4
710,5,6
711,6,4
712,6,3
713,5,3
714,3,1
715,5,3
716,3,5
717,3,6
718,2,2
719,4,4
720,3,1
721,5,4
722,3,6
723,2,2
724,3,3
725,1,3
726,3,6
727,1,4
728,3,4
729,8,3
730,1,4
731,3,1
732,4,4
733,5,4
734,6,6
735,3,5
736,2,4
737,4,1
738,8,1
739,3,3
740,3,6
741,3,2
742,6,4
743,6,7
744,3,2
745,2,6
746,5,6
747,4,3
748,3,3
749,3,4
750,4,3
751,6,4
752,2,3
753,5,5
754,1,3
755,4,4
756,5,0
757,4,5
758,7,7
759,5,3
760,3,6
761,2,3
762,4,4
763,4,4
764,4,6
765,6,1
766,6,8
767,1,1
768,6,2
769,11,1
770,3,3
771,6,1
772,3,2
773,1,2
774,3,4
775,3,3
776,3,4
777,0,4
778,4,6
779,1,3
780,3,1
781,2,5
782,4,2
783,3,4
784,8,4
785,7,4
786,5,4
787,2,7
788,5,4
789,0,4
790,2,2
791,3,2
792,1,2
793,7,2
794,3,4
795,6,7
796,5,3
797,3,6
798,4,4
799,6,3
800,2,6
801,6,4
802,3,3
803,5,0
804,7,3
805,2,3
806,4,2
807,1,2
808,2,4
809,1,1
810,5,4
811,6,1
812,6,1
813,4,1
814,5,4
815,4,4
816,7,3
817,5,4
818,4,4
819,2,3
820,1,2
821,4,4
822,2,4
823,3,1
824,3,2
825,3,7
826,4,2
827,4,2
828,1,4
829,1,2
830,1,2
831,2,2
832,6,3
833,2,1
834,1,4
835,1,3
836,4,4
837,4,4
838,3,2
839,4,3
840,5,5
841,2,3
842,4,6
843,4,5
844,2,6
845,2,1
846,4,3
847,2,2
848,4,4
849,7,1
850,4,1
851,5,2
852,5,3
853,5,2
854,3,3
855,2,2
856,4,1
857,4,2
858,0,2
859,2,1
860,1,0
861,1,2
862,3,2
863,3,1
864,1,2
865,0,1
866,1,2
867,6,2
868,1,4
869,1,6
870,1,1
871,2,1
872,3,1
873,1,0
874,5,4
875,4,5
876,0,4
877,4,3
878,4,2
879,4,2
880,1,2
881,3,1
882,2,3
883,2,0
884,0,2
885,2,3
886,4,3
887,4,2
888,1,5
889,3,5
890,2,3
891,0,1
892,2,1
893,3,5
894,6,1
895,4,1
896,4,3
897,4,4
898,6,2
899,1,2
900,3,1
901,0,2
902,0,4
903,4,1
904,3,3
905,1,2
906,1,3
907,2,3
908,0,1
909,2,2
910,0,2
911,3,5
912,2,3
913,2,3
914,2,5
915,1,2
916,3,6
917,1,4
918,1,2
919,2,4
920,3,1
921,1,4
922,4,4
923,4,0
924,1,0
925,3,5
926,0,3
927,3,1
928,2,0
929,1,2
930,1,5
931,1,3
932,2,4
933,3,2
934,1,5
935,2,3
936,1,2
937,3,3
938,1,1
939,3,3
940,3,0
941,0,3
942,1,1
943,2,3
944,2,4
945,4,2
946,2,3
947,2,2
948,0,2
949,5,2
950,3,3
951,3,1
952,2,2
953,0,2
954,1,4
955,5,1
956,4,2
957,2,1
958,1,2
959,1,3
960,3,2
961,3,1
962,2,1
963,1,1
964,2,4
965,2,5
966,2,5
967,0,1
968,2,1
969,3,1
970,2,4
971,0,1
972,3,1
973,2,2
974,4,1
975,0,2
976,1,0
977,1,4
978,2,2
979,3,0
980,2,2
981,2,4
982,2,5
983,0,2
984,3,4
985,0,4
986,2,1
987,2,1
988,5,2
989,1,2
990,2,4
991,4,3
992,1,2
993,3,0
994,1,2
995,0,2
996,0,2
997,1,0
998,1,1
999,2,1
1000,4,3
1001,1,0
1002,1,3
1003,2,2
1004,1,7
1005,0,2
1006,1,3
1007,0,4
1008,1,1
1009,0,2
1010,1,4
1011,1,1
1012,1,2
1013,2,3
1014,1,4
1015,2,0
1016,0,1
1017,2,4
1018,0,1
1019,1,5
1020,0,0
1021,2,3
1022,5,2
1023,3,2
1024,3,2
1025,0,2
1026,2,1
1027,0,3
1028,0,3
1029,2,1
1030,3,1
1031,1,2
1032,2,0
1033,2,3
1034,2,0
1035,1,3
1036,0,0
1037,0,2
1038,2,1
1039,0,3
1040,0,4
1041,2,4
1042,0,3
1043,1,2
1044,4,3
1045,0,1
1046,2,1
1047,0,2
1048,0,2
1049,2,1
1050,0,1
1051,1,2
1052,1,1
1053,1,1
1054,3,1
1055,2,2
1056,5,4
1057,3,1
1058,0,2
1059,0,2
1060,0,4
1061,0,4
1062,1,3
1063,0,0
1064,3,3
1065,1,2
1066,4,0
1067,3,4
1068,1,5
1069,0,3
1070,2,1
1071,1,2
1072,1,2
1073,0,1
1074,1,1
1075,1,0
1076,1,2
1077,0,4
1078,3,1
1079,0,2
1080,2,4
1081,0,2
1082,0,3
1083,1,3
1084,1,3
1085,0,3
1086,0,7
1087,0,4
1088,2,3
1089,3,3
1090,2,2
1091,1,0
1092,1,5
1093,0,1
1094,1,2
1095,0,3
1096,1,2
1097,2,1
1098,1,2
1099,1,2
1100,0,4
1101,0,0
1102,2,1
1103,3,3
1104,1,0
1105,3,0
1106,4,3
1107,4,2
1108,1,0
1109,0,4
1110,0,2
1111,2,0
1112,1,1
1113,1,0
1114,0,2
1115,1,0
1116,1,1
1117,1,3
1118,1,2
1119,0,0
1120,3,3
1121,0,1
1122,0,3
1123,0,3
1124,1,3
1125,3,2
1126,1,1
1127,1,1
1128,0,2
1129,1,5
1130,0,3
1131,1,0
1132,2,1
1133,0,1
1134,0,1
1135,1,2
1136,0,3
1137,1,0
1138,0,2
1139,0,3
1140,1,2
1141,3,2
1142,2,2
1143,2,1
1144,1,0
1145,0,0
1146,1,1
1147,1,2
1148,0,0
1149,1,2
1150,0,2
1151,0,5
1152,1,1
1153,0,1
1154,1,3
1155,0,2
1156,1,6
1157,1,2
1158,1,2
1159,2,1
1160,1,5
1161,0,0
1162,1,1
1163,2,1
1164,0,1
1165,1,2
1166,2,2
1167,1,5
1168,0,2
1169,1,0
1170,1,2
1171,1,1
1172,0,0
1173,0,1
1174,0,4
1175,0,0
1176,1,2
1177,0,1
1178,2,2
1179,2,1
1180,4,1
1181,0,1
1182,0,1
1183,0,3
1184,1,1
1185,2,0
1186,0,6
1187,0,2
1188,0,2
1189,2,1
1190,1,1
1191,1,2
1192,0,3
1193,1,1
1194,1,0
1195,1,2
1196,2,1
1197,2,1
1198,0,0
1199,1,0
1200,1,0
1201,1,1
1202,1,4
1203,1,0
1204,2,1
1205,0,1
1206,0,1
1207,0,1
1208,1,2
1209,1,3
1210,1,3
1211,1,1
1212,4,3
1213,0,3
1214,0,1
1215,1,0
1216,1,1
1217,2,2
1218,1,1
1219,1,0
1220,1,1
1221,1,3
1222,0,3
1223,2,0
1224,0,2
1225,2,4
1226,3,1
1227,1,1
1228,0,2
1229,2,1
1230,1,1
1231,3,1
1232,2,0
1233,0,0
1234,2,0
1235,1,1
1236,1,2
1237,0,3
1238,0,0
1239,3,3
1240,0,3
1241,2,4
1242,0,4
1243,1,3
1244,1,0
1245,0,6
1246,0,1
1247,1,3
1248,1,2
1249,1,0
1250,0,1
1251,1,1
1252,3,1
1253,0,1
1254,1,1
1255,1,3
1256,3,5
1257,0,3
1258,3,0
1259,0,3
1260,0,1
1261,3,4
1262,0,1
1263,0,2
1264,0,0
1265,0,4
1266,2,1
1267,0,2
1268,0,3
1269,0,2
1270,1,0
1271,1,0
1272,1,0
1273,3,1
1274,3,1
1275,1,3
1276,1,4
1277,1,3
1278,1,1
1279,0,1
1280,1,2
1281,1,4
1282,0,1
1283,1,1
1284,0,3
1285,0,1
1286,0,1
1287,0,3
1288,0,2
1289,0,0
1290,1,5
1291,0,2
1292,0,2
1293,0,0
1294,2,1
1295,2,3
1296,0,4
1297,1,3
1298,1,1
1299,2,1
1300,0,1
1301,1,1
1302,0,2
1303,0,0
1304,0,1
1305,0,2
1306,2,2
1307,0,2
1308,1,2
1309,1,1
1310,4,2
1311,1,0
1312,2,0
1313,1,2
1314,0,1
1315,0,2
1316,1,0
1317,3,2
1318,0,2
1319,1,2
1320,1,0
1321,1,1
1322,3,4
1323,0,2
1324,0,1
1325,1,0
1326,0,0
1327,2,0
1328,0,0
1329,0,1
1330,0,1
1331,0,0
1332,1,0
1333,1,1
1334,1,3
1335,1,0
1336,2,0
1337,0,2
1338,0,2
1339,0,4
1340,0,2
1341,2,2
1342,0,2
1343,1,2
1344,0,1
1345,1,3
1346,2,3
1347,2,2
1348,0,0
1349,1,2
1350,0,2
1351,1,3
1352,1,4
1353,0,2
1354,0,4
1355,1,3
1356,0,2
1357,1,2
1358,0,3
1359,1,2
1360,0,2
1361,0,0
1362,1,0
1363,1,0
1364,2,1
1365,1,6
1366,3,1
1367,1,1
1368,1,2
1369,0,3
1370,1,2
1371,0,2
1372,1,2
1373,0,0
1374,2,2
1375,3,1
1376,1,1
1377,1,0
1378,1,3
1379,2,4
1380,0,0
1381,1,0
1382,0,4
1383,0,0
1384,1,2
1385,0,1
1386,1,1
1387,0,1
1388,0,1
1389,2,1
1390,1,1
1391,1,1
1392,0,1
1393,3,1
1394,2,0
1395,0,1
1396,1,1
1397,0,0
1398,0,1
1399,0,1
1400,1,2
1401,0,1
1402,0,0
1403,0,0
1404,0,1
1405,0,1
1406,2,1
1407,0,0
1408,2,1
1409,0,3
1410,0,3
1411,1,3
1412,1,4
1413,0,0
1414,1,2
1415,1,1
1416,1,3
1417,0,1
1418,1,0
1419,0,0
1420,0,2
1421,1,1
1422,0,2
1423,1,2
1424,0,1
1425,0,3
1426,0,3
1427,0,2
1428,5,1
1429,0,2
1430,0,1
1431,2,1
1432,0,1
1433,0,1
1434,0,2
1435,1,3
1436,1,1
1437,1,1
1438,1,3
1439,0,0
1440,0,1
1441,0,1
1442,1,2
1443,0,0
1444,1,2
1445,1,3
1446,1,0
1447,0,0
1448,0,1
1449,1,3
1450,1,1
1451,1,1
1452,1,1
1453,0,2
1454,1,1
1455,1,0
1456,0,1
1457,1,0
1458,1,2
1459,0,0
1460,2,0
1461,3,3
1462,1,2
1463,1,2
1464,2,0
1465,0,1
1466,0,1
1467,0,1
1468,1,2
1469,0,2
1470,1,2
1471,1,1
1472,1,0
1473,1,1
1474,0,1
1475,2,1
1476,4,0
1477,3,2
1478,2,3
1479,0,3
1480,1,0
1481,1,1
1482,0,0
1483,1,0
1484,0,0
1485,2,2
1486,4,3
1487,2,1
1488,0,1
1489,0,3
1490,0,1
1491,0,0
1492,0,1
1493,0,2
1494,1,1
1495,0,1
1496,1,0
1497,1,4
1498,0,0
1499,1,4
1500,0,0
1501,0,0
1502,4,1
1503,0,2
1504,1,2
1505,0,0
1506,0,1
1507,0,2
1508,1,1
1509,1,2
1510,1,1
1511,1,0
1512,1,3
1513,2,1
1514,1,1
1515,0,1
1516,2,0
1517,1,1
1518,2,2
1519,2,2
1520,1,0
1521,0,0
1522,2,2
1523,0,3
1524,1,2
1525,0,0
1526,0,2
1527,2,2
1528,0,1
1529,0,0
1530,1,2
1531,1,0
1532,0,2
1533,2,0
1534,2,1
1535,0,1
1536,1,2
1537,1,0
1538,0,1
1539,1,0
1540,3,0
1541,0,1
1542,1,0
1543,0,0
1544,1,1
1545,2,0
1546,0,0
1547,0,1
1548,0,1
1549,1,1
1550,2,0
1551,1,1
1552,0,0
1553,0,1
1554,1,0
1555,0,0
1556,1,1
1557,1,2
1558,2,0
1559,1,2
1560,1,1
1561,0,1
1562,1,0
1563,0,2
1564,2,0
1565,0,3
1566,1,2
1567,0,1
1568,2,0
1569,0,0
1570,1,1
1571,0,2
1572,1,0
1573,0,2
1574,0,0
1575,0,1
1576,2,0
1577,1,1
1578,2,0
1579,0,0
1580,1,1
1581,2,3
1582,0,2
1583,1,1
1584,0,0
1585,0,2
1586,0,3
1587,1,2
1588,0,1
1589,1,0
1590,2,1
1591,0,4
1592,0,0
1593,0,0
1594,1,2
1595,0,1
1596,2,0
1597,0,1
1598,0,0
1599,0,1
1600,0,2
1601,3,1
1602,1,0
1603,0,2
1604,0,3
1605,0,0
1606,0,1
1607,2,1
1608,1,1
1609,2,1
1610,0,1
1611,1,1
1612,1,1
1613,1,0
1614,1,0
1615,2,1
1616,2,4
1617,1,1
1618,0,2
1619,0,0
1620,0,1
1621,0,0
1622,0,2
1623,0,3
1624,1,0
1625,0,1
1626,1,1
1627,0,2
1628,1,0
1629,0,0
1630,1,0
1631,1,1
1632,0,2
1633,2,2
1634,1,4
1635,0,1
1636,1,2
1637,0,2
1638,0,0
1639,0,3
1640,1,0
1641,0,3
1642,0,1
1643,0,0
1644,3,0
1645,0,0
1646,2,0
1647,0,1
1648,0,1
1649,1,2
1650,2,4
1651,0,0
1652,1,0
1653,0,0
1654,1,0
1655,0,0
1656,0,0
1657,1,0
1658,1,0
1659,2,0
1660,0,2
1661,0,0
1662,1,1
1663,1,0
1664,1,1
1665,0,1
1666,0,1
1667,0,1
1668,1,0
1669,0,5
1670,1,2
1671,1,3
1672,0,0
1673,0,0
1674,3,3
1675,1,3
1676,0,0
1677,1,0
1678,0,1
1679,0,1
1680,1,0
1681,1,1
1682,0,0
1683,0,2
1684,1,1
1685,0,0
1686,1,1
1687,0,0
1688,2,2
1689,1,0
1690,0,1
1691,1,1
1692,0,2
1693,1,0
1694,0,3
1695,0,1
1696,0,2
1697,0,0
1698,1,1
1699,0,0
1700,1,1
1701,1,1
1702,0,0
1703,0,0
1704,0,2
1705,0,1
1706,0,0
1707,2,2
1708,1,4
1709,0,3
1710,0,0
1711,1,0
1712,1,3
1713,1,0
1714,0,2
1715,0,1
1716,1,5
1717,1,1
1718,1,0
1719,0,2
1720,0,0
1721,1,3
1722,0,4
1723,0,3
1724,1,1
1725,2,2
1726,0,2
1727,0,0
1728,1,4
1729,2,1
1730,0,0
1731,0,0
1732,1,0
1733,0,1
1734,0,2
1735,1,2
1736,0,1
1737,1,1
1738,0,2
1739,0,1
1740,1,1
1741,3,3
1742,0,2
1743,1,1
1744,0,1
1745,2,2
1746,0,1
1747,2,0
1748,1,3
1749,2,2
1750,1,2
1751,2,1
1752,0,2
1753,0,0
1754,1,2
1755,1,3
1756,0,6
1757,0,5
1758,1,0
1759,1,1
1760,1,2
1761,0,3
1762,0,4
1763,1,2
1764,1,6
1765,1,3
1766,1,3
1767,0,1
1768,1,1
1769,1,6
1770,0,2
1771,0,0
1772,1,1
1773,0,0
1774,1,3
1775,1,1
1776,0,2
1777,1,1
1778,1,4
1779,2,1
1780,0,2
1781,1,1
1782,0,1
1783,1,1
1784,0,4
1785,3,1
1786,3,3
1787,0,2
1788,1,5
1789,1,1
1790,0,2
1791,1,1
1792,0,1
1793,2,0
1794,0,0
1795,0,2
1796,0,3
1797,0,3
1798,0,3
1799,4,3
1800,0,4
1801,1,3
1802,1,2
1803,0,0
1804,2,3
1805,0,0
1806,1,4
1807,0,0
1808,0,3
1809,1,2
1810,0,1
1811,1,3
1812,1,1
1813,0,1
1814,2,2
1815,0,1
1816,3,1
1817,0,1
1818,1,1
1819,0,2
1820,0,3
1821,0,5
1822,1,2
1823,0,4
1824,1,2
1825,0,1
1826,0,3
1827,2,1
1828,1,0
1829,2,3
1830,1,3
1831,1,1
1832,2,3
1833,1,1
1834,2,2
1835,0,2
1836,4,1
1837,0,4
1838,1,1
1839,2,3
1840,0,1
1841,0,3
1842,0,4
1843,1,2
1844,1,4
1845,0,3
1846,0,1
1847,1,4
1848,1,4
1849,2,2
1850,0,2
1851,0,5
1852,0,2
1853,0,4
1854,0,2
1855,1,2
1856,1,2
1857,1,0
1858,1,1
1859,0,1
1860,0,4
1861,1,1
1862,1,2
1863,1,3
1864,1,2
1865,1,2
1866,1,1
1867,2,2
1868,0,3
1869,1,2
1870,1,1
1871,0,1
1872,1,2
1873,1,3
1874,0,0
1875,2,2
1876,0,5
1877,0,3
1878,0,2
1879,0,1
1880,0,0
1881,1,2
1882,1,1
1883,0,1
1884,1,2
1885,2,0
1886,0,3
1887,1,1
1888,2,3
1889,1,0
1890,0,4
1891,1,3
1892,0,0
1893,1,1
1894,0,1
1895,0,1
1896,1,2
1897,0,2
1898,0,3
1899,1,1
1900,1,2
1901,0,3
1902,1,4
1903,1,3
1904,1,3
1905,0,1
1906,0,2
1907,0,0
1908,0,1
1909,0,2
1910,0,1
1911,1,3
1912,0,4
1913,1,2
1914,2,3
1915,1,1
1916,1,2
1917,0,1
1918,2,0
1919,1,2
1920,1,1
1921,0,4
1922,0,1
1923,0,0
1924,0,1
1925,0,0
1926,1,0
1927,0,3
1928,0,0
1929,0,0
1930,1,1
1931,0,0
1932,1,1
1933,1,2
1934,2,0
1935,0,2
1936,1,2
1937,1,0
1938,1,1
1939,1,2
1940,1,0
1941,1,1
1942,1,1
1943,0,3
1944,0,3
1945,0,1
1946,0,0
1947,0,1
1948,0,2
1949,0,0
1950,0,1
1951,0,2
1952,1,0
1953,0,0
1954,1,0
1955,1,0
1956,0,1
1957,0,0
1958,0,2
1959,0,0
1960,1,5
1961,1,1
1962,1,2
1963,0,2
1964,1,2
1965,0,2
1966,0,1
1967,0,0
1968,1,2
1969,0,1
1970,0,0
1971,1,2
1972,0,1
1973,2,0
1974,0,0
1975,0,0
1976,0,0
1977,0,1
1978,0,1
1979,1,0
1980,0,0
1981,0,1
1982,2,3
1983,2,0
1984,1,1
1985,1,0
1986,1,0
1987,0,0
1988,1,1
1989,0,1
1990,0,0
1991,1,1
1992,0,1
1993,1,0
1994,0,2
1995,1,1
1996,0,2
1997,0,4
1998,0,2
1999,1,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,1
2005,1,1
2006,1,0
2007,0,0
2008,1,2
2009,0,0
2010,0,1
2011,2,0
2012,0,1
2013,0,1
2014,0,0
2015,0,0
2016,0,3
2017,0,0
2018,0,0
2019,1,0
2020,1,1
2021,0,0
2022,0,0
2023,0,1
2024,1,2
2025,1,1
2026,2,0
2027,0,1
2028,0,1
2029,2,0
2030,0,0
2031,1,2
2032,0,1
2033,0,0
2034,1,0
2035,1,0
2036,2,0
2037,0,0
2038,0,1
2039,0,1
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,0,0
2045,1,0
2046,0,0
2047,35,37
