E_1 / keV,Mo plate cal,Cu straight through calibrate,Unknown - Tungsten (W),Unknown - Ti,Pb, In +  plastic,Tin/Copper,Fe Alloy,Iron Zinc,Pure Iron,Gold (Ganel’s pendant),Iron Nickel,Gold (Ganel’s chain),Nickel (Tulsi’s Ring),inconclusive (Ben’s Ring),Manganin (Cu Mn Ni),Iron (with possible mixing),Stainless steel ,Solder (tin),Nickel-Brass (Ganel’s Key),50 Florint ,10 peso (Copper Zinc),Israel (Copper Zinc Nickel),HK Dollar,5 Euro Cent (primarily copper),Indium,Pure Iron,Pure Nickel
20.75,0,90,0,1,1,0,2,6,1,1,2,0,0,2,0,3,0,3,0,2,0,0,0,0,1,13,5,2
20.8,0,78,1,0,0,1,1,7,1,2,4,0,2,2,4,4,3,3,3,2,0,0,0,0,0,25,2,0
20.85,0,70,1,1,0,2,0,14,1,0,2,0,1,0,1,3,1,4,2,0,1,2,1,2,1,18,2,0
20.9,1,67,0,1,1,2,0,12,1,0,3,2,2,4,2,2,4,4,2,0,0,1,1,0,0,28,6,0
20.95,0,66,0,4,2,1,0,5,0,2,4,0,1,0,0,4,0,0,0,1,1,0,0,0,1,13,9,0
21,0,62,0,0,0,2,1,4,0,2,0,0,0,2,1,5,2,0,0,1,0,0,0,0,0,15,2,0
21.05,0,59,2,0,0,2,0,5,1,2,2,2,0,1,0,4,3,0,0,0,0,2,0,0,0,13,7,0
21.1,0,62,2,0,1,0,1,5,0,2,4,0,2,1,1,2,1,1,0,0,0,0,0,2,2,21,4,0
21.15,0,66,0,0,1,0,1,6,4,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,2,16,7,0
21.2,0,58,0,1,2,3,2,5,1,1,4,0,0,0,1,2,0,1,3,2,0,0,0,0,1,16,5,0
21.24,1,66,0,0,0,0,0,7,2,0,3,0,0,2,3,3,0,3,1,1,0,0,0,0,0,15,2,0
21.29,1,53,2,2,0,1,1,7,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,18,6,0
21.34,1,69,0,0,0,3,0,9,0,3,2,1,1,1,1,0,1,2,0,0,0,0,1,1,0,17,5,0
21.39,0,65,0,0,0,0,1,7,1,3,4,1,1,1,2,2,0,0,0,0,0,0,0,0,0,10,6,0
21.44,0,71,1,0,0,1,0,2,0,2,4,1,0,0,0,2,2,3,0,0,1,1,0,0,1,13,3,0
21.49,1,57,1,1,0,0,2,7,1,0,3,1,0,0,1,3,0,1,0,0,1,0,0,0,1,18,4,0
21.54,0,62,1,1,1,1,1,7,1,1,2,1,2,1,0,1,0,2,0,1,1,0,0,0,0,30,5,0
21.59,0,68,2,0,0,2,2,9,3,2,4,0,0,3,0,1,3,0,2,1,1,0,0,0,1,17,4,0
21.64,0,69,2,0,0,1,0,4,1,0,6,1,1,0,3,6,0,3,3,0,1,0,0,0,0,16,1,0
21.69,1,64,3,0,0,2,0,6,1,2,4,2,1,3,0,1,3,5,0,0,2,1,0,1,2,27,9,0
21.74,4,81,0,1,0,2,0,7,0,2,2,1,1,2,3,2,2,2,2,0,0,0,0,0,1,16,7,1
21.79,2,79,1,0,2,1,1,6,2,0,5,1,0,1,3,5,1,2,4,1,1,1,0,0,1,18,5,0
21.84,0,61,2,0,0,0,0,10,0,2,4,0,2,5,0,2,2,1,3,0,0,1,1,0,1,20,4,1
21.89,0,63,0,0,0,3,1,8,0,4,9,0,2,0,2,5,0,1,3,0,0,0,1,0,0,25,8,0
21.94,0,56,0,2,0,1,2,10,4,1,8,0,1,2,0,5,1,0,6,2,1,1,0,0,1,26,4,0
21.99,0,44,0,0,1,3,0,13,2,2,8,2,2,2,0,6,4,0,3,1,0,0,0,0,0,31,6,0
22.04,0,56,1,0,0,0,1,5,0,1,5,1,3,0,0,4,0,2,5,0,0,0,0,0,1,28,5,0
22.09,0,52,1,0,0,0,1,2,1,3,1,3,0,0,2,4,1,0,5,0,0,0,1,1,1,22,3,0
22.14,0,57,0,0,0,1,1,6,3,2,9,2,1,3,0,1,2,2,3,1,0,1,1,0,0,30,6,0
22.19,0,52,0,0,0,1,0,2,2,2,5,0,1,0,0,1,0,2,2,0,0,1,0,0,0,20,5,0
22.24,0,52,0,0,1,2,0,8,2,3,6,0,0,1,1,4,2,1,0,0,0,0,0,0,1,19,2,0
22.28,0,45,0,0,1,1,1,7,0,0,5,0,0,2,0,1,2,0,2,0,0,0,0,0,0,23,3,0
22.33,1,48,3,1,0,2,1,6,1,3,3,1,1,0,0,3,2,3,3,1,0,0,0,0,0,17,2,0
22.38,1,51,0,0,0,1,0,2,1,1,3,2,2,3,0,3,0,0,0,3,0,0,0,0,0,19,4,0
22.43,1,57,0,1,0,1,0,5,1,0,6,1,1,2,1,4,0,2,1,1,0,0,1,0,0,20,6,0
22.48,1,42,0,1,1,2,0,7,1,2,0,0,1,0,0,3,2,1,0,0,0,0,1,0,0,16,4,0
22.53,0,45,1,1,0,2,0,8,2,0,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,14,1,0
22.58,0,35,0,1,1,1,1,3,0,1,4,0,0,0,1,6,1,1,1,0,0,1,0,0,0,17,1,0
22.63,0,49,1,1,0,0,1,3,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,1,16,1,0
22.68,2,51,0,0,1,2,0,2,0,0,3,0,0,1,4,4,0,0,0,0,0,0,0,0,1,16,2,0
22.73,0,34,1,1,0,4,0,5,1,0,0,1,0,2,0,3,1,1,1,1,0,0,1,0,0,13,2,1
22.78,1,51,0,0,0,1,1,4,1,4,4,0,0,0,0,3,1,1,0,0,0,0,0,0,0,17,3,0
22.83,0,45,1,0,0,2,0,5,0,0,3,1,0,1,2,4,0,1,0,0,0,0,0,0,0,17,1,1
22.88,0,48,0,0,1,3,0,6,1,1,1,1,2,1,0,1,1,1,1,0,0,0,0,0,0,12,2,0
22.93,0,35,1,0,0,3,1,3,0,1,6,0,1,2,1,3,2,1,0,1,0,0,0,0,1,13,0,0
22.98,1,46,0,0,0,1,0,2,1,1,1,1,0,2,1,0,1,1,1,0,0,2,0,0,0,15,3,0
23.03,0,51,0,0,1,0,0,2,1,2,1,0,1,1,2,1,4,0,0,1,0,1,1,0,0,14,3,0
23.08,1,44,1,0,1,0,0,3,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,17,1,0
23.13,0,41,0,1,0,1,0,5,0,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,25,2,0
23.18,1,51,0,1,0,0,0,6,0,1,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,17,5,0
23.23,1,47,0,0,1,0,0,6,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,22,1,0
23.28,0,35,1,0,0,1,1,4,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,22,3,0
23.33,0,36,0,2,0,1,1,1,0,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,37,4,0
23.37,0,27,1,1,0,1,1,6,1,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,1,35,2,0
23.42,0,39,0,1,0,3,2,6,2,1,0,1,0,0,1,1,0,2,4,0,0,0,0,0,0,54,4,0
23.47,1,43,0,0,0,0,0,5,1,0,1,0,1,1,4,4,0,1,5,1,0,0,0,0,0,65,3,0
23.52,0,39,0,1,0,0,1,10,1,1,0,2,0,2,0,4,2,1,0,0,0,0,0,0,0,98,2,0
23.57,0,38,0,0,0,1,0,8,0,1,0,0,1,1,0,1,3,0,0,2,0,0,0,0,0,140,2,0
23.62,0,45,0,0,0,0,2,4,2,4,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,179,4,1
23.67,0,40,0,1,0,4,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,232,1,0
23.72,0,36,0,1,0,0,1,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,270,1,0
23.77,0,32,0,0,0,0,1,6,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,361,1,0
23.82,0,34,0,0,0,0,2,7,0,2,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,344,1,0
23.87,0,44,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,397,1,0
23.92,0,26,0,0,0,2,0,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,428,4,0
23.97,0,39,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,367,4,0
24.02,0,27,2,1,0,0,2,4,1,1,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,314,2,0
24.07,1,32,0,1,0,1,0,4,1,0,0,0,1,2,4,3,1,1,2,1,0,1,0,0,0,288,2,0
24.12,0,34,2,0,1,0,0,3,0,1,2,1,0,0,1,2,3,1,0,0,0,0,0,0,1,237,1,0
24.17,0,35,0,1,0,1,1,7,1,1,1,0,0,1,0,2,1,0,2,1,0,0,0,0,1,185,5,0
24.22,1,33,0,0,1,1,1,2,0,2,2,1,2,1,0,1,0,0,2,0,0,0,0,0,0,139,3,0
24.27,0,33,0,1,0,0,0,2,1,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,84,4,0
24.32,1,29,0,0,0,0,1,3,0,0,2,0,1,0,2,2,1,1,0,0,0,0,0,0,0,53,0,0
24.37,1,30,0,1,0,0,0,6,2,0,2,0,0,0,2,1,3,0,2,0,0,0,0,0,0,44,3,0
24.41,0,27,1,0,0,3,0,2,1,1,2,1,2,0,0,4,0,0,1,0,0,1,0,1,0,35,4,1
24.46,0,36,3,0,0,0,3,2,1,0,3,0,0,0,0,3,1,1,1,1,0,0,0,0,0,20,4,0
24.51,1,30,0,0,1,0,2,5,0,1,0,0,0,3,0,3,0,0,1,0,0,0,0,1,0,12,2,0
24.56,0,33,0,0,0,2,6,1,0,0,1,0,1,0,2,3,2,0,1,2,0,0,0,0,0,11,1,0
24.61,0,25,0,0,0,2,2,8,0,0,2,1,1,0,1,4,1,0,4,0,0,0,0,0,0,10,3,0
24.66,0,20,0,1,0,2,1,6,0,4,2,1,0,0,2,8,1,1,2,0,0,0,0,0,0,17,2,0
24.71,0,27,0,0,1,3,11,7,2,0,1,0,0,1,0,2,1,0,5,0,0,0,0,1,0,15,2,0
24.76,0,30,1,0,0,2,14,4,2,1,3,1,2,3,3,6,1,1,9,0,0,0,0,1,0,11,0,0
24.81,1,35,0,0,0,6,12,5,0,1,3,1,1,2,1,5,0,0,13,0,0,0,0,0,2,14,3,0
24.86,0,33,0,0,1,2,17,10,0,0,1,0,1,5,2,7,1,0,13,0,0,0,0,0,0,23,0,0
24.91,0,24,0,0,0,3,18,10,1,1,3,0,2,3,4,8,0,0,11,0,1,0,0,0,0,15,0,0
24.96,0,26,1,1,0,4,19,4,0,0,4,0,0,2,2,4,2,1,7,0,0,0,1,0,0,10,1,0
25.01,0,19,0,0,0,6,12,3,0,0,1,0,2,1,0,3,0,1,12,0,0,0,0,0,0,19,1,0
25.06,0,23,1,0,0,4,14,5,0,0,0,0,0,2,2,4,0,0,13,1,1,0,0,0,0,8,3,0
25.11,0,20,0,0,0,0,13,6,0,0,1,0,0,1,3,3,1,1,6,0,0,0,0,0,0,14,1,0
25.16,0,21,0,0,0,1,6,3,0,0,1,0,1,4,0,7,0,1,6,0,0,0,0,0,0,9,2,0
25.21,0,26,0,0,1,4,2,2,0,0,0,0,1,1,0,4,0,0,3,0,0,0,0,0,0,8,0,0
25.26,0,20,0,0,0,0,3,8,0,2,3,0,0,2,0,2,1,1,5,0,0,0,0,0,0,8,3,0
25.31,0,22,0,1,0,0,3,2,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,4,2,1
25.36,0,23,1,0,0,0,4,4,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,7,3,0
25.41,0,26,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0
25.46,0,17,0,1,0,0,1,8,0,2,2,0,0,0,1,4,0,2,0,0,0,0,0,0,0,3,1,0
25.5,0,19,0,0,0,0,1,2,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,8,1,0
25.55,0,18,0,0,0,2,0,4,0,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,6,0,1
25.6,0,24,0,0,0,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,2,0
25.65,0,22,1,0,0,1,1,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,3,0
25.7,0,26,1,0,0,0,0,4,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,7,1,0
25.75,0,19,0,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25.8,0,33,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,3,2,0
25.85,0,23,0,0,0,0,3,4,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0
25.9,1,22,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0
25.95,1,23,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0
26,1,18,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1
26.05,1,24,0,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,6,3,1
26.1,0,15,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,9,2,0
26.15,0,22,0,0,0,1,0,1,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,10,2,0
26.2,0,24,1,0,0,0,1,4,1,0,3,0,0,1,1,2,0,1,0,0,0,0,0,0,0,7,0,0
26.25,0,15,0,0,0,1,2,2,0,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,12,1,0
26.3,1,22,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,6,4,0
26.35,0,17,0,1,0,0,0,4,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12,1,0
26.4,0,16,0,0,0,1,0,5,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,9,1,0
26.45,1,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0
26.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0
26.54,0,17,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,37,2,0
26.59,0,14,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,48,2,0
26.64,0,22,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,45,1,0
26.69,0,13,1,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,3,0
26.74,0,19,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,57,2,0
26.79,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,54,1,0
26.84,0,12,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,46,0,0
26.89,0,23,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0
26.94,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,58,1,0
26.99,0,13,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0
27.04,1,15,0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,23,3,0
27.09,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,2,0
27.14,1,19,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,17,2,0
27.19,0,18,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2,0
27.24,1,17,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22,4,0
27.29,0,19,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0
27.34,1,18,0,1,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,14,0,0
27.39,0,17,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0
27.44,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,4,0
27.49,2,9,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,2,0
27.54,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0
27.59,0,11,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,6,0,0
27.63,0,19,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,0
27.68,0,22,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,4,1,0
27.73,0,13,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,0
27.78,0,17,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,0,0,0,1,0,4,2,0
27.83,0,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0
27.88,0,13,1,0,0,0,3,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,2,3,0
27.93,0,15,0,0,0,0,3,3,0,0,1,0,0,2,0,2,0,3,1,0,0,0,0,0,0,5,2,0
27.98,0,8,1,0,0,3,0,3,0,1,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,3,0,0
28.03,0,16,0,0,0,2,2,3,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,2,0
28.08,1,19,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0
28.13,0,8,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0
28.18,0,8,0,0,0,0,1,1,0,1,3,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0
28.23,0,14,0,0,0,0,0,3,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
28.28,0,12,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,2,0,0
28.33,0,11,1,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
28.38,1,12,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
28.43,0,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
28.48,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0
28.53,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
28.58,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
28.63,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28.67,0,15,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
28.72,0,10,0,0,0,0,1,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28.77,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28.82,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
28.87,0,13,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
28.92,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
28.97,0,6,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29.02,0,10,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
29.07,0,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29.12,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29.22,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29.27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.32,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
29.37,0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
29.42,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
29.47,0,10,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.52,1,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.57,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
29.62,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29.67,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29.72,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29.76,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29.81,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29.86,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
29.91,0,8,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29.96,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.01,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
30.06,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30.11,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.16,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30.21,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30.26,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0
30.31,0,8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.36,1,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
30.41,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30.46,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.51,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30.56,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
30.61,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30.66,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.71,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0
30.76,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
30.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
30.9,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.95,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
31.05,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.2,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31.55,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31.6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.75,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
31.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.85,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.89,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.94,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.99,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
