E_1 / keV,Mo plate cal,Cu straight through calibrate,Unknown - Tungsten (W),Unknown - Ti,Pb, In +  plastic,Tin/Copper,Fe Alloy,Iron Zinc,Pure Iron,Gold (Ganel’s pendant),Iron Nickel,Gold (Ganel’s chain),Nickel (Tulsi’s Ring),inconclusive (Ben’s Ring),Manganin (Cu Mn Ni),Iron (with possible mixing),Stainless steel ,Solder (tin),Nickel-Brass (Ganel’s Key),50 Florint ,10 peso (Copper Zinc),Israel (Copper Zinc Nickel),HK Dollar,5 Euro Cent (primarily copper),Indium,Pure Iron,Pure Nickel
9.5,35,465,502,2,35,5,3,22,651,316,678,44,74,5,3,46,121,87,3,96,15,24,22,19,31,50,1042,1
9.55,55,533,681,1,41,4,3,28,597,344,1003,36,113,5,5,35,139,88,2,97,17,27,15,25,33,61,1143,2
9.6,47,594,863,5,29,10,1,23,586,353,1280,59,169,2,2,30,160,98,4,80,15,15,17,21,23,70,1244,1
9.65,66,608,1042,4,39,10,3,30,474,391,1657,41,187,9,5,35,150,111,3,75,16,21,20,11,22,64,1291,0
9.7,71,593,1377,1,33,11,4,43,413,387,1945,45,231,10,5,35,187,119,4,73,15,14,12,18,18,58,1219,1
9.75,52,507,1252,4,33,6,4,40,323,438,2121,41,239,8,4,38,177,108,2,51,7,19,17,18,19,67,1236,0
9.8,45,521,1368,2,35,8,4,35,229,394,2121,38,300,4,5,16,175,104,7,40,17,8,10,17,17,83,1226,3
9.85,53,487,1234,1,40,4,7,39,173,381,1983,49,282,6,6,23,185,116,8,38,12,17,22,19,21,72,1120,1
9.9,34,389,1141,1,30,4,5,36,121,340,1737,33,230,4,6,26,183,91,5,39,17,10,9,13,12,54,985,2
9.95,34,387,930,2,29,8,7,24,109,346,1283,66,187,5,2,20,164,97,3,33,9,11,15,13,11,71,969,3
10,24,363,832,1,39,8,4,21,78,283,972,38,159,3,1,17,165,82,3,27,6,10,8,18,15,49,858,1
10.05,20,339,610,2,34,10,3,10,50,296,623,45,97,4,3,21,148,95,2,27,16,12,7,14,14,36,802,0
10.1,22,320,533,2,48,7,3,18,64,229,469,33,61,1,3,13,138,61,0,32,6,10,10,15,21,26,725,1
10.15,14,276,326,0,47,7,3,12,48,228,294,39,42,2,3,23,108,75,1,16,7,9,7,13,12,31,725,0
10.2,10,286,246,1,61,7,1,6,63,232,183,52,29,1,3,15,101,51,2,24,9,13,12,14,10,48,636,0
10.25,13,269,175,4,80,7,1,8,50,202,122,29,10,3,6,28,110,57,1,29,18,12,12,16,18,28,596,1
10.3,13,270,120,0,111,7,1,10,51,185,106,36,19,2,4,16,80,57,3,18,15,8,11,14,11,28,596,1
10.35,4,261,91,0,147,4,3,14,30,211,95,39,10,3,5,20,100,44,3,35,10,10,7,16,13,37,598,2
10.4,8,251,52,2,247,3,3,9,38,170,84,53,8,3,2,19,82,45,0,28,10,14,13,18,17,29,445,0
10.45,7,273,43,1,296,2,3,11,41,175,70,42,9,5,2,20,84,56,2,23,13,8,14,14,13,24,525,0
10.5,15,306,13,1,372,2,4,13,44,168,81,53,8,3,1,23,82,51,2,25,12,16,17,14,17,17,472,1
10.55,15,332,18,2,441,7,0,12,37,152,69,50,11,0,3,15,87,67,4,34,15,16,9,16,14,20,399,0
10.59,18,289,10,0,490,3,2,10,38,109,67,53,9,4,1,21,65,44,1,33,15,5,13,7,17,29,394,0
10.64,24,271,13,0,452,7,1,18,36,123,74,58,7,4,4,26,67,48,4,34,15,10,13,20,16,32,361,0
10.69,38,293,10,2,378,6,1,12,26,110,61,55,5,1,2,20,54,42,3,33,15,11,11,17,19,29,336,1
10.74,40,335,22,1,294,4,1,7,28,120,69,58,8,1,2,29,48,34,4,33,18,12,17,24,14,30,305,1
10.79,53,304,18,0,244,5,0,15,43,108,69,71,10,5,2,19,65,36,0,28,12,13,12,21,11,32,288,2
10.84,54,283,20,3,179,4,0,11,29,91,80,73,14,2,1,23,39,35,3,38,10,14,8,21,27,35,262,0
10.89,60,303,26,0,131,8,3,7,41,93,87,47,10,5,4,29,53,22,3,22,22,12,10,11,14,22,216,0
10.94,53,314,21,0,68,2,1,14,26,70,96,52,9,1,0,23,46,28,1,19,15,12,9,10,8,34,256,2
10.99,62,300,41,0,38,4,3,22,20,77,151,60,13,3,2,32,37,41,3,35,10,16,4,11,18,37,233,2
11.04,40,344,61,0,27,6,1,14,24,89,196,57,28,3,2,26,44,35,1,29,14,10,8,13,22,37,245,3
11.09,49,317,59,0,13,9,1,9,27,71,228,52,40,5,2,35,40,22,2,23,14,10,12,19,15,31,236,3
11.14,40,398,76,1,13,7,2,18,37,66,360,47,50,3,3,33,37,34,4,18,10,14,13,16,11,44,210,3
11.19,42,362,92,3,16,3,3,19,39,79,486,59,74,8,3,27,60,39,3,22,14,16,16,16,18,37,241,2
11.24,42,367,111,0,24,9,2,19,34,92,639,69,65,4,4,34,48,27,1,26,17,15,14,21,17,45,233,2
11.29,49,391,107,2,16,6,2,21,34,81,830,50,90,2,3,29,50,27,4,32,23,7,9,19,10,56,223,2
11.34,40,369,102,1,26,3,2,16,34,64,960,52,95,6,6,31,39,26,3,20,11,8,11,11,15,54,241,4
11.39,52,369,111,1,25,1,4,8,43,65,1130,54,138,7,2,35,31,31,6,31,11,10,15,14,18,68,226,2
11.44,58,382,99,1,13,7,4,15,38,75,1227,67,154,3,1,27,20,39,4,34,16,10,10,13,13,69,206,2
11.49,52,399,104,1,29,6,2,19,46,81,1308,68,170,8,4,31,43,27,12,24,20,19,17,23,15,48,194,3
11.54,35,351,90,0,20,6,3,15,46,86,1240,44,159,6,5,24,35,20,2,37,13,11,21,16,19,48,227,3
11.59,44,351,69,0,18,5,5,9,59,80,1169,48,137,7,3,23,36,30,4,29,22,14,8,18,19,58,205,2
11.63,45,322,61,5,18,7,5,8,44,71,975,68,120,1,4,21,49,33,2,29,16,7,11,15,16,50,232,3
11.68,43,327,46,3,5,8,3,17,41,76,819,56,91,3,3,17,31,28,4,42,11,16,15,17,16,35,205,2
11.73,33,325,51,0,16,4,5,15,40,75,629,47,84,5,2,15,37,23,5,36,22,13,13,19,22,45,203,3
11.78,21,308,34,1,16,6,3,6,36,64,487,36,57,4,3,19,28,21,0,30,17,14,15,18,21,45,233,2
11.83,29,293,24,0,15,7,1,14,59,82,337,27,52,5,3,21,50,22,3,33,20,17,20,16,23,38,229,3
11.88,14,275,31,1,11,8,0,9,50,62,232,31,35,4,3,22,36,20,0,39,22,17,13,25,26,26,213,1
11.93,14,265,13,0,16,5,3,2,56,81,191,36,27,3,3,31,30,23,2,46,22,21,18,29,18,33,258,1
11.98,7,266,8,1,15,1,0,18,46,73,106,36,18,2,4,31,23,35,3,43,25,20,20,38,29,30,225,0
12.03,11,315,11,0,24,4,4,17,54,79,86,33,13,3,4,31,49,30,4,59,29,28,28,39,27,24,255,1
12.08,11,321,6,0,35,3,3,16,50,91,65,54,8,2,1,45,42,20,2,61,34,27,41,37,43,43,281,1
12.13,10,276,8,0,42,6,7,21,72,118,61,31,11,4,4,25,52,28,4,64,33,30,32,37,39,27,289,1
12.18,12,329,5,2,46,3,2,12,51,100,38,37,8,3,3,48,43,26,4,63,27,33,30,33,51,35,247,4
12.23,9,289,5,2,71,2,1,16,42,85,22,32,5,4,1,41,39,31,4,64,20,25,37,25,37,30,288,0
12.28,11,326,4,0,86,1,1,18,50,101,27,31,1,2,7,34,45,34,2,57,21,34,30,33,41,39,310,3
12.33,15,300,3,0,113,6,3,19,42,94,12,33,3,3,2,45,53,27,1,47,22,33,31,41,39,32,311,2
12.38,6,286,1,1,154,6,0,21,36,115,20,26,2,3,4,48,42,31,4,56,22,23,24,30,32,19,296,2
12.43,10,303,1,2,176,2,2,12,37,95,16,21,3,2,5,38,51,21,3,49,17,22,25,30,27,30,280,2
12.48,12,291,1,1,188,3,2,16,25,81,11,21,2,5,1,28,33,17,1,44,14,21,24,14,26,30,261,2
12.53,4,283,1,1,206,5,2,15,38,80,14,20,4,5,1,34,35,21,3,49,16,22,17,29,34,34,263,1
12.58,8,277,2,1,236,4,2,10,33,62,13,26,6,9,0,39,29,19,2,30,11,11,19,16,33,35,221,1
12.63,11,291,3,2,238,6,1,16,42,75,10,19,3,1,4,20,46,20,2,43,12,14,20,15,15,30,189,5
12.68,7,272,4,0,172,1,4,11,36,58,21,18,1,1,4,29,31,15,1,42,10,10,16,20,19,43,186,1
12.72,14,286,0,1,183,2,2,22,30,57,20,15,5,4,2,25,31,18,1,46,7,14,16,8,25,36,161,2
12.77,12,283,3,1,169,5,3,14,40,50,15,8,5,4,2,26,34,17,1,41,18,19,18,12,18,25,160,2
12.82,9,277,3,0,132,1,0,10,56,35,13,14,3,0,2,21,35,11,1,37,17,13,10,14,16,29,138,1
12.87,11,275,1,2,124,6,2,21,52,53,18,19,2,5,2,24,20,13,0,33,9,9,15,21,23,28,130,0
12.92,16,285,3,1,79,4,2,22,71,43,15,12,5,0,4,27,27,10,0,29,4,15,2,9,23,40,105,0
12.97,13,274,1,1,56,7,3,7,45,33,27,18,4,2,1,29,27,9,1,37,5,19,13,13,10,36,101,0
13.02,16,252,2,1,44,8,0,16,51,43,34,22,3,3,5,25,28,9,3,27,13,10,17,6,23,27,100,0
13.07,3,269,1,0,27,6,1,9,62,30,50,22,5,3,3,22,26,10,1,21,11,12,4,8,17,31,88,1
13.12,18,249,1,1,13,3,0,8,67,25,51,20,8,0,1,21,31,8,0,41,3,12,12,4,18,36,78,1
13.17,11,276,3,0,9,1,2,12,65,25,52,19,4,4,3,28,19,5,2,27,6,11,9,17,17,30,71,0
13.22,7,259,1,0,4,7,2,15,66,25,82,12,11,1,2,14,30,5,1,19,3,9,16,8,15,35,68,0
13.27,14,251,3,1,6,5,2,13,65,24,86,18,9,6,3,23,33,14,4,18,6,10,7,12,10,29,61,0
13.32,11,268,2,0,5,1,1,9,52,26,83,13,16,2,5,22,29,2,1,17,3,9,7,14,15,33,62,1
13.37,21,256,5,3,6,3,1,9,72,27,97,18,14,3,3,14,33,6,1,19,7,6,11,9,16,37,68,1
13.42,12,258,1,1,4,6,2,10,53,20,110,18,15,2,2,13,35,5,0,21,6,5,13,5,17,31,56,0
13.47,10,273,7,1,2,3,0,12,39,24,94,23,11,4,3,16,38,1,1,22,8,6,4,9,10,31,44,0
13.52,11,241,7,0,4,3,0,9,46,15,97,19,13,1,3,22,35,4,5,20,10,7,3,8,10,42,43,0
13.57,24,243,1,0,9,3,0,10,32,13,94,14,7,5,0,13,47,9,6,17,5,4,4,5,11,31,42,0
13.62,12,253,4,0,2,5,0,12,44,10,76,23,11,3,2,18,79,4,3,19,6,7,4,11,8,29,33,0
13.67,19,244,7,3,1,5,1,13,27,13,93,25,6,4,1,25,109,2,0,13,8,7,2,5,9,35,33,0
13.72,11,282,3,0,2,5,0,12,24,10,72,16,11,3,1,13,137,7,3,16,5,7,8,6,6,30,46,1
13.76,16,264,4,2,1,5,0,13,40,13,62,22,7,4,3,18,136,4,1,15,5,6,9,8,4,41,42,1
13.81,15,243,3,2,2,2,1,10,26,16,37,13,8,2,3,18,174,4,4,12,11,5,4,5,7,32,28,0
13.86,16,239,2,0,3,8,2,6,40,16,38,8,8,4,3,13,231,4,5,14,8,9,4,9,8,36,35,1
13.91,13,262,7,3,2,4,1,11,36,9,31,12,5,3,3,14,251,7,0,7,7,4,3,9,5,35,31,0
13.96,8,220,2,2,2,6,2,14,37,9,28,14,5,5,1,18,293,5,2,9,7,6,7,9,6,37,33,1
14.01,13,229,6,1,1,6,1,7,32,7,15,10,3,1,3,15,269,6,3,15,8,5,4,7,7,50,30,0
14.06,9,244,2,2,2,5,1,10,30,10,8,12,7,3,2,14,248,8,2,14,4,5,3,6,7,31,30,1
14.11,8,238,3,1,3,9,2,8,22,6,11,11,4,3,4,11,249,5,0,16,4,10,8,4,10,27,26,0
14.16,9,268,3,0,0,3,1,9,29,10,16,12,3,5,1,9,245,4,3,11,5,9,2,4,9,33,21,2
14.21,8,241,4,0,2,4,1,18,27,6,18,13,3,2,5,3,209,7,3,11,2,4,6,8,4,40,38,0
14.26,7,228,4,2,6,6,0,11,36,5,13,10,1,1,1,21,134,6,4,20,6,9,10,1,9,31,34,2
14.31,10,237,0,0,6,2,1,7,29,12,15,17,0,1,2,11,93,11,3,11,6,4,4,2,4,28,25,2
14.36,13,227,2,1,5,2,1,15,18,12,13,11,1,3,3,7,82,4,1,11,9,3,4,4,12,29,29,1
14.41,9,224,2,0,0,3,2,9,26,11,11,16,4,2,2,13,54,2,3,9,5,5,5,3,8,26,23,2
14.46,10,231,1,0,6,4,1,11,18,10,10,10,2,6,1,15,39,8,2,9,5,6,5,12,9,31,21,2
14.51,7,233,2,1,6,3,0,9,25,9,13,14,2,3,2,11,31,5,2,16,3,7,5,6,5,40,24,0
14.56,10,195,3,0,13,3,1,11,18,5,11,11,4,2,2,13,23,6,5,15,4,3,4,5,5,36,20,1
14.61,13,225,3,1,16,2,3,13,21,10,7,11,4,3,4,8,13,1,4,12,4,3,6,8,9,30,26,1
14.66,7,252,2,2,18,2,1,8,20,10,13,11,3,5,3,13,10,4,1,10,8,5,7,8,8,28,27,2
14.71,12,243,3,0,17,1,1,16,18,7,5,8,3,2,2,13,8,10,3,12,10,3,1,8,5,25,25,1
14.76,5,222,2,0,19,7,2,12,18,13,7,16,0,3,0,15,12,5,1,17,4,5,8,8,7,48,27,0
14.81,7,221,2,1,24,4,1,14,26,2,8,6,4,4,5,13,7,4,3,17,2,6,7,7,5,22,28,0
14.85,4,199,2,4,22,0,0,11,26,14,4,7,0,1,2,14,7,3,0,21,4,8,6,9,8,26,24,1
14.9,7,212,3,2,15,5,1,9,11,10,9,8,3,5,0,11,8,5,2,13,5,5,4,4,5,41,33,0
14.95,7,223,6,2,14,3,1,12,12,10,6,6,0,2,4,10,14,3,6,13,4,3,6,8,7,31,25,1
15,7,211,2,0,12,0,0,16,21,10,2,11,1,0,3,10,12,4,3,7,7,3,7,11,6,27,29,1
15.05,5,218,0,3,14,4,2,12,17,12,8,10,0,5,1,5,10,3,1,6,4,4,5,5,5,32,33,3
15.1,9,205,3,1,4,3,1,5,10,10,4,10,4,2,0,9,4,3,1,6,10,5,10,8,6,20,32,0
15.15,7,199,2,2,14,3,0,13,15,4,6,7,5,0,2,14,8,4,3,11,7,5,5,4,6,20,26,2
15.2,8,217,1,1,15,3,1,11,13,9,10,3,2,2,2,17,10,2,2,12,4,11,6,7,9,23,24,0
15.25,8,223,1,3,13,3,0,13,10,9,7,8,0,1,2,23,13,5,3,12,7,4,7,12,8,38,23,0
15.3,12,218,0,0,4,3,6,12,21,7,3,3,2,2,0,10,19,6,2,11,4,6,3,13,9,37,36,0
15.35,14,189,0,0,9,5,0,16,16,12,8,7,4,1,3,13,19,2,0,9,9,3,6,11,12,29,30,0
15.4,11,211,0,2,5,4,2,13,11,10,5,11,5,1,1,7,27,3,1,15,6,7,9,5,9,29,28,0
15.45,8,201,1,1,6,4,0,18,21,12,3,5,0,2,2,9,25,4,3,12,7,3,7,10,11,27,30,1
15.5,8,218,1,2,0,2,0,7,8,10,13,5,3,5,2,14,28,2,3,13,4,3,7,4,16,27,20,1
15.55,15,217,1,0,2,3,2,13,8,12,3,8,1,3,2,15,47,2,5,13,2,6,9,5,6,32,24,0
15.6,12,189,3,1,3,1,0,15,13,4,8,10,4,1,0,18,43,2,1,16,4,10,7,7,7,30,25,0
15.65,13,198,0,2,1,3,1,9,12,10,2,7,2,2,2,12,37,2,3,14,9,5,10,2,8,41,29,0
15.7,11,192,1,2,3,3,1,11,7,9,2,5,2,1,2,13,43,2,0,21,0,4,10,5,7,36,24,1
15.75,16,207,2,1,3,5,0,11,11,3,8,2,1,2,5,18,42,2,1,10,5,10,6,9,9,36,23,0
15.8,18,197,1,0,2,5,2,14,14,8,6,3,1,2,3,15,38,4,4,9,5,5,2,4,13,36,26,1
15.85,14,199,2,0,2,3,1,5,10,10,5,1,3,1,4,14,42,4,2,5,6,7,5,8,14,27,26,0
15.89,24,163,4,3,1,3,0,12,9,7,8,4,2,3,2,19,34,2,2,17,5,5,8,8,15,25,15,1
15.94,17,182,4,1,1,1,1,11,8,9,6,4,4,2,0,16,38,2,0,15,3,3,7,9,6,30,15,1
15.99,18,184,2,0,0,5,3,9,4,8,6,1,2,2,2,7,16,0,1,16,1,7,2,7,12,30,17,0
16.04,16,189,3,1,1,2,0,8,13,8,12,7,0,2,3,12,18,2,2,6,1,9,3,3,8,27,15,0
16.09,22,164,1,2,1,3,2,7,14,4,6,4,3,2,1,8,23,0,3,12,3,6,2,6,7,27,23,0
16.14,12,186,7,2,1,2,0,9,13,6,6,0,1,5,1,5,18,3,2,8,0,2,3,1,7,43,19,0
16.19,21,188,2,2,1,3,0,11,14,6,5,5,1,4,2,12,11,5,1,7,4,4,2,6,2,32,21,1
16.24,18,177,1,2,0,1,1,15,15,4,4,2,0,3,1,8,9,5,1,4,1,3,3,2,5,27,20,0
16.29,25,169,1,1,1,4,0,14,5,7,7,2,2,2,1,10,11,4,0,6,0,4,2,1,5,34,16,0
16.34,28,174,3,2,0,5,0,12,9,3,3,4,2,4,0,5,8,9,0,6,2,0,2,2,5,24,15,0
16.39,31,170,5,1,1,4,0,15,10,2,4,3,2,2,1,9,11,5,4,4,1,2,2,2,2,35,25,1
16.44,20,172,1,0,0,5,0,6,7,4,12,4,2,1,1,3,7,3,3,4,1,1,0,0,1,23,15,0
16.49,27,170,3,3,1,2,0,8,11,1,5,1,1,0,2,5,4,2,0,8,0,2,2,2,2,19,22,1
16.54,29,160,5,0,1,2,1,9,10,10,6,3,2,0,0,6,5,2,4,4,3,2,0,0,2,21,15,0
16.59,18,171,8,3,0,2,1,9,13,10,10,4,1,3,3,2,8,2,1,4,1,1,1,1,3,26,14,0
16.64,22,181,5,0,0,1,0,6,9,3,3,7,1,2,0,6,5,2,0,3,0,4,0,1,2,23,11,0
16.69,20,140,9,0,1,3,0,10,16,2,6,1,2,3,0,3,3,3,1,3,2,0,2,1,3,29,20,0
16.74,24,158,2,1,1,1,1,9,11,5,7,2,0,1,0,8,5,5,2,2,2,1,0,0,3,30,21,0
16.79,23,166,4,0,0,0,5,10,12,7,9,3,1,0,2,7,5,3,1,3,0,1,3,3,3,34,10,0
16.84,32,167,5,1,0,5,0,16,5,3,11,5,3,4,1,7,3,0,2,5,2,2,3,1,3,32,11,0
16.89,55,164,4,0,0,5,0,16,13,7,5,6,0,3,4,6,9,7,2,1,2,1,1,1,1,18,11,0
16.94,87,162,1,1,0,3,1,20,18,1,10,8,1,4,0,5,8,2,2,4,2,2,1,1,2,24,10,0
16.98,122,147,6,5,1,5,0,11,18,4,12,11,0,3,0,7,8,2,2,2,1,1,1,1,1,28,18,0
17.03,211,161,5,0,0,3,2,11,11,6,6,10,2,2,2,8,6,1,1,3,2,1,2,1,1,26,11,0
17.08,285,152,8,2,0,4,1,8,14,8,5,19,0,1,0,5,11,4,2,3,1,2,0,2,2,24,9,0
17.13,405,161,2,1,2,2,3,7,10,5,4,19,2,0,2,6,10,6,0,5,0,1,1,1,1,32,11,1
17.18,609,156,6,1,0,3,1,11,11,8,2,29,1,0,0,7,7,2,5,3,2,1,0,0,2,32,15,0
17.23,713,146,4,1,0,1,3,2,14,6,10,25,3,4,3,2,8,0,0,3,1,2,0,0,2,31,5,0
17.28,900,136,0,0,0,0,1,8,11,5,9,38,3,0,0,4,8,3,1,1,1,0,0,2,1,33,15,0
17.33,1158,155,2,1,0,4,2,11,7,2,5,32,0,1,3,4,15,2,1,0,0,1,1,1,1,24,9,0
17.38,1159,149,2,2,0,3,2,11,7,0,5,27,1,0,0,2,11,3,1,3,0,0,1,2,2,25,11,0
17.43,1279,129,2,2,1,1,0,8,2,2,8,35,0,2,1,6,8,5,1,2,0,1,0,0,1,24,13,0
17.48,1149,155,3,4,1,0,1,13,6,4,5,22,2,0,0,5,9,1,6,0,0,0,0,3,0,28,17,0
17.53,1065,128,0,1,0,2,1,10,6,5,6,18,0,2,1,6,7,1,0,5,0,0,1,0,1,30,11,0
17.58,883,153,2,2,0,1,0,9,2,1,8,23,0,3,1,7,8,0,2,1,3,1,0,0,2,23,9,0
17.63,729,136,0,1,0,1,0,9,6,2,7,17,0,4,1,8,10,3,2,0,0,1,1,1,0,28,7,0
17.68,532,129,0,1,1,1,0,9,2,3,7,11,2,3,1,3,10,1,2,1,1,0,1,0,1,26,5,0
17.73,345,146,2,1,0,4,1,9,5,5,6,9,1,0,3,7,11,2,0,2,0,0,0,0,0,27,6,0
17.78,209,126,1,1,0,3,1,13,7,2,6,9,3,1,2,8,5,1,0,0,1,0,0,0,0,25,14,1
17.83,124,114,0,3,2,2,1,8,9,2,3,2,1,2,2,8,9,1,1,2,0,0,0,0,0,33,14,0
17.88,77,123,4,1,0,1,1,11,4,3,6,3,1,1,3,7,3,2,2,0,0,1,2,0,1,27,8,1
17.93,33,128,0,0,1,1,1,8,1,5,3,3,2,0,0,5,5,1,4,1,0,0,0,0,2,22,11,0
17.98,23,146,0,2,1,4,0,12,2,6,3,2,0,2,3,2,7,2,1,4,0,0,0,2,2,23,7,0
18.02,13,129,4,1,0,2,2,8,4,0,6,0,0,1,2,3,2,1,0,2,2,0,0,1,0,25,5,0
18.07,4,122,1,0,1,2,1,5,2,6,3,0,2,2,2,6,3,1,2,1,2,1,1,1,1,20,12,0
18.12,7,138,2,0,0,1,1,9,4,5,2,1,0,3,0,6,1,1,2,1,0,0,0,0,1,25,9,0
18.17,8,122,3,2,0,2,1,6,4,2,3,3,0,4,2,4,1,0,0,2,1,0,1,0,1,25,9,0
18.22,6,140,1,0,2,2,2,9,6,3,8,0,0,1,0,6,5,1,1,2,1,1,0,0,1,26,14,0
18.27,10,94,3,0,0,6,0,7,2,4,3,1,0,3,3,8,7,3,1,1,0,1,2,0,0,24,9,0
18.32,4,97,0,3,1,2,2,9,3,6,1,3,0,0,2,3,6,1,2,0,0,1,1,0,1,22,9,0
18.37,7,122,0,2,0,2,1,10,2,5,7,1,1,0,1,5,4,1,2,1,0,0,1,1,0,21,10,0
18.42,6,131,0,2,2,3,0,10,1,1,4,3,2,0,5,5,3,2,2,2,2,1,1,3,0,22,7,0
18.47,3,126,1,0,0,3,1,9,3,3,2,3,0,3,0,6,3,5,1,3,2,0,0,1,2,30,11,0
18.52,5,126,0,2,3,1,1,8,4,3,4,3,3,2,0,4,5,2,3,0,0,4,1,1,1,22,8,0
18.57,6,119,0,1,0,2,1,9,3,2,5,1,1,3,3,5,4,2,2,1,1,1,0,0,1,26,10,0
18.62,3,113,0,0,1,2,1,8,2,6,3,2,3,4,2,7,6,1,2,4,1,2,0,0,1,33,8,0
18.67,9,116,1,0,1,4,0,8,2,3,2,2,0,0,5,6,5,1,0,1,1,0,2,0,0,16,11,0
18.72,9,109,2,2,1,4,1,9,3,4,3,0,2,2,1,4,2,5,3,2,1,0,0,0,1,25,8,0
18.77,7,90,0,0,3,2,2,6,1,1,1,1,0,0,2,3,3,0,0,0,1,0,1,1,0,19,8,0
18.82,4,104,0,0,0,0,0,2,3,1,5,2,3,3,2,4,2,1,2,0,0,0,0,0,2,12,6,0
18.87,5,100,0,0,0,2,1,11,2,1,2,4,0,0,2,3,2,1,2,2,1,1,0,0,2,23,8,0
18.92,7,98,0,1,0,0,0,6,2,1,5,3,1,2,0,2,2,2,3,0,0,0,0,1,0,16,3,0
18.97,4,109,2,0,1,4,0,8,5,1,3,0,0,1,3,3,3,0,1,1,0,3,0,0,1,14,6,0
19.02,16,101,3,0,1,3,0,6,1,2,3,2,0,3,6,1,2,0,0,2,2,0,0,1,0,25,7,0
19.07,14,115,3,2,0,1,0,5,2,1,1,2,0,6,0,6,2,1,0,0,0,1,0,1,0,20,4,0
19.11,24,96,1,0,3,1,0,3,3,1,3,2,4,3,1,1,1,0,4,0,0,0,0,1,1,14,2,0
19.16,27,110,2,1,1,3,1,11,2,3,3,4,1,1,1,4,3,1,1,0,0,1,0,1,0,29,3,0
19.21,48,102,2,0,0,2,1,12,3,5,5,6,3,1,0,1,4,1,0,0,1,0,0,1,1,27,3,0
19.26,79,107,2,1,0,1,1,11,1,0,3,2,2,1,1,5,5,1,1,1,1,0,0,0,0,25,6,0
19.31,107,89,0,0,1,3,0,7,1,3,5,3,0,4,1,1,3,1,1,1,0,2,1,0,1,18,10,0
19.36,124,92,1,0,1,4,1,7,1,3,3,4,1,3,0,4,1,0,1,2,1,2,1,1,0,17,7,0
19.41,139,87,0,0,0,3,0,8,3,1,2,6,2,1,4,5,2,3,1,1,1,0,0,0,1,25,4,1
19.46,144,82,0,0,1,6,1,7,1,0,3,5,2,0,0,3,1,2,3,1,0,0,1,1,3,25,2,0
19.51,187,89,0,0,0,2,0,3,2,3,5,5,3,3,0,5,3,0,0,0,0,0,0,1,0,23,6,1
19.56,151,91,3,1,0,3,2,5,3,4,3,11,0,1,1,5,1,3,2,1,0,1,0,0,0,23,1,0
19.61,148,72,4,0,0,2,3,5,1,1,7,5,0,2,0,8,4,0,3,0,1,0,1,0,1,26,7,1
19.66,129,82,2,1,0,1,2,7,0,0,3,5,0,1,1,7,2,1,1,3,1,0,2,1,1,25,3,0
19.71,121,88,2,1,1,1,2,7,4,3,1,6,0,4,0,6,1,1,1,1,0,0,1,1,0,26,4,0
19.76,82,99,0,0,1,1,0,6,1,1,5,4,1,6,1,2,4,2,1,0,1,0,2,0,0,14,6,0
19.81,87,96,3,0,1,2,1,5,1,1,2,2,1,1,1,3,2,1,1,2,1,0,0,0,0,22,5,0
19.86,56,88,0,1,0,1,0,7,0,1,2,1,1,1,0,2,3,0,1,2,0,1,0,1,1,20,4,0
19.91,36,87,1,1,0,1,3,3,2,2,1,2,0,0,0,3,0,0,1,1,1,0,0,0,1,18,5,0
19.96,49,86,1,1,2,2,0,5,4,2,4,3,0,2,1,2,3,3,0,1,1,0,3,0,0,22,5,0
20.01,31,67,0,1,0,1,0,8,1,3,4,1,0,1,2,2,2,2,1,1,2,0,0,0,2,22,3,0
20.06,15,81,2,0,0,4,0,7,0,1,3,0,2,4,1,4,1,1,1,2,0,0,2,0,0,18,3,0
20.11,13,96,1,0,0,4,1,7,0,2,5,1,1,1,0,2,3,1,2,0,0,0,0,1,0,20,5,0
20.15,7,76,2,0,1,0,0,4,3,2,1,1,1,1,2,5,1,0,0,1,0,0,0,0,0,21,4,1
20.2,2,79,1,1,0,1,2,7,2,1,2,1,2,2,2,2,4,2,0,3,1,0,0,0,1,22,6,0
20.25,4,82,2,0,0,0,2,9,2,2,2,1,0,1,1,2,3,1,1,0,0,0,1,0,2,21,9,0
20.3,1,73,2,1,0,2,1,5,2,0,3,1,1,0,1,4,5,0,1,0,1,1,1,1,0,18,5,0
20.35,1,64,0,1,1,3,2,8,1,2,3,2,0,1,0,6,4,1,1,0,0,0,0,1,1,19,2,0
20.4,0,64,0,0,0,2,0,3,3,0,4,0,2,2,2,5,2,2,1,0,1,0,0,0,1,11,4,0
20.45,1,80,0,0,0,1,0,8,1,1,3,0,0,5,1,5,1,0,0,1,1,0,1,0,2,18,2,0
20.5,0,75,0,0,0,1,2,12,0,2,2,1,0,0,1,2,1,1,0,2,1,1,0,0,1,26,5,0
20.55,0,78,0,0,1,2,0,5,0,4,3,1,0,2,0,0,2,1,0,0,0,0,0,0,0,17,10,0
20.6,1,68,1,0,2,1,0,9,2,1,0,0,0,1,3,6,1,1,2,2,0,0,1,0,0,16,2,0
20.65,0,67,1,0,0,1,1,3,2,3,2,2,0,2,1,4,1,1,2,3,0,0,0,0,0,15,12,0
20.7,1,76,0,0,0,0,1,5,0,0,1,2,2,2,1,6,2,3,0,0,0,0,1,0,0,25,5,0
